area	name	description
lambeth-contaminated-land:635	Right off Ufford Street & North of Webber Street	Meat Processing factory
lambeth-contaminated-land:636	Right off Ufford Street & South of Webber Street, Left of Gray St, North of Waterloo Road	Meat Processing factory
lambeth-contaminated-land:637	North of Westminster Bridge, Left of Burdett Street	Electric sub station
lambeth-contaminated-land:638	Right of Burdett Street, North off Westminster Bridge	Glass works
lambeth-contaminated-land:639	Left off Lanfranc Street	Glass works
lambeth-contaminated-land:640	South of Westminster Bridge Road, Right off Barbel Street, opposite Gerridge Street	Engineering works
lambeth-contaminated-land:641	North of Cosser Street, in corner with kennington Road	Leather works
lambeth-contaminated-land:642	North of Stamford Street, Left of Rennie Street 30/34	Warehouse waste paper manuf
lambeth-contaminated-land:643	17&19 Stamford Street	Confectioner
lambeth-contaminated-land:644	Left of Hopton Street, South of Hopton Street, right of railway	Warehouse. To the right, printing works.
lambeth-contaminated-land:645	41 Hopton Street	Furniture manufacturers
lambeth-contaminated-land:646	47-59 Hopton Street	Cinematograph Engineers
lambeth-contaminated-land:647	49-59 Hopton Street	Photo Engravers
lambeth-contaminated-land:648	47-59 Hopton Street	Printers
lambeth-contaminated-land:649	North of Hopston Street	Bankside electricity works and slightly below a printing works
lambeth-contaminated-land:650	South of Prices Street & right of Bear Lane	Mineral water factory
lambeth-contaminated-land:651	South of Prices Street & Left of Bear Lane	Engineering works
lambeth-contaminated-land:652	Left of Paris garden	Printing works
lambeth-contaminated-land:653	North of Union St, Right of Gambia St	Printing works
lambeth-contaminated-land:654	Left of Great Suffolk Street & North of Union Street	Engraving works
lambeth-contaminated-land:655	South of lavington St & East of Great Suffolk	Printing works & engineering works
lambeth-contaminated-land:656	South of Upper Ground, Right of Duchy Street	Ice cream factory, warehouse, engineering works,
lambeth-contaminated-land:657	South of Aquinas St	Light engineering works
lambeth-contaminated-land:658	Nth of Stamford Street & Right of Doon Street	Warehouse
lambeth-contaminated-land:659	6&8 Stamford Street	Sanitary Engineers
lambeth-contaminated-land:660	50 Stamford Street	Printing Ink Manufacturers
lambeth-contaminated-land:661	56 Stamford Street	Coal Contractors
lambeth-contaminated-land:662	58&60 Stamford Street	Printers Engineers
lambeth-contaminated-land:663	64-72 Stamford Street	Ice cream manufacturers
lambeth-contaminated-land:664	Left of West end of Carnac St & Hamilton Grove, North of Durban Road, North of Rommany Road	Borough council depot
lambeth-contaminated-land:665	Right of Carnac Street, opposite Hamilton Grove	Garages
lambeth-contaminated-land:666	Left of Hamilton Road, opposite of St Cloud Road	Laundry
lambeth-contaminated-land:667	Right of Hamilton Road	Printing works, Garages also
lambeth-contaminated-land:668	Left of Clive Road	Furniture Factory
lambeth-contaminated-land:669	South of Hamilton Road, opposite Clive Road	Laundry
lambeth-contaminated-land:670	North of Aukland Hill, left of Hubbard Road	Electrical Equipment factory
lambeth-contaminated-land:671	North of Windsor Grove	Advance Laundry and to the left of this there is a builders yard
lambeth-contaminated-land:672	North of Rothschild Street	Laundry and garages
lambeth-contaminated-land:673	West Norwood, North of Chapel Road, Left of Denmark Walk	Denso Works and Electric Factory
lambeth-contaminated-land:674	South of Chapel Road, Left of Curnicks Lane	Works - hurst GR & Co Rope & Twine Manufacturer.
lambeth-contaminated-land:675	Left of Elder Road, where joins Chapel Road	Garage
lambeth-contaminated-land:676	South of Gipsy Road	Electric sub station
lambeth-contaminated-land:677	Left of Martell Road, left off Tritton Road	Electrical Equipment factory
lambeth-contaminated-land:678	South of Tritton Road, left of Rommary Road	Borough council depot
lambeth-contaminated-land:679	North of Dunbar Street, nr to the cemetery	Electrical works
lambeth-contaminated-land:680	Right of Dorchester Drive	Electric sub station
lambeth-contaminated-land:681	North of Half Moon Lane, South of Carver Road	Garage
lambeth-contaminated-land:682	South of Half Moon Lane, by station	Laundry
lambeth-contaminated-land:683	Left off Croxted Road	Bookbinding works
lambeth-contaminated-land:684	North of Croxted Road, right of Norwood Road	Ink factory, electric sub station, building factory
lambeth-contaminated-land:685	South of Cambia Road, Right of Coldharbour lane, North of Padfield Road	Timber Yard
lambeth-contaminated-land:686	Right of Southwell Street, opposite Harbour Road, Numbers 42-38	Textile finishing factory, and warehouse
lambeth-contaminated-land:687	Right of Bredon Road	Electrical works, two electric sub stations
lambeth-contaminated-land:688	Left of Levan Road, nr junction with Lowden Road	Bakery
lambeth-contaminated-land:689	Left off end of Datchelor Place, south of the corner with Mosedale Street	Engineering works
lambeth-contaminated-land:690	Off Cock Yard, to the south of Sadie Street	Preserves Factory
lambeth-contaminated-land:691	South of the kink in Orpheus Street	Bonded Warehouse
lambeth-contaminated-land:692	South of Kerfield Crescent, with Kerfield place to right & Cuthill road to Left	Foundry
lambeth-contaminated-land:693	South of Melar St, right of Railway & above Camberwell New Road	Tramway Depot and below this Flour depot
lambeth-contaminated-land:694	Right off Denmark Road, opposite Paulet Road	Coal Yard
lambeth-contaminated-land:695	Right of Denmark Road & south of Camberwell Station Road	Printing ink factory
lambeth-contaminated-land:696	Right off Valmar Road, opposite School	Laundry and Alliance Works- paper converting
lambeth-contaminated-land:697	North of Grace Mews, Camberwell Grove on left	Earthenware manufacturers.
lambeth-contaminated-land:698	1 Grace Mews	Cartage Contractor
lambeth-contaminated-land:699	5&6 Grace mews	Truck makers
lambeth-contaminated-land:700	Left off Denmark Hill, opposite De Crespigny Park	Printing works
lambeth-contaminated-land:701	Right off Kenbury Street, opposite Flaxman Road	Bookbinding works
lambeth-contaminated-land:702	Area North off Coldharbour Lane	Clothing factory, bakery, chemists, Manufacturer on the other side
lambeth-contaminated-land:703	South of Kenbury Street, and North of Lilford Road	Manufacturing chemists
lambeth-contaminated-land:704	Right of Northlands Street & Southwell Road	Laundry, bottle works, tanks
lambeth-contaminated-land:705	Left off Crown Street, North of Bethwin Road	Bottle cleaning works, leather works
lambeth-contaminated-land:706	Left off Camberwell Road, right of Railway, North of Wyhindam Road	Winfred Engraving works.
lambeth-contaminated-land:707	Left off Camberwell road, south of Blucher road	Joinery works and electric sub station.
lambeth-contaminated-land:708	North of Councillor Street and Left of Redcar Street	Bottle cleansing works and artificial stoneworks.
lambeth-contaminated-land:709	South of Blucher Road, opposite Emmanuel Church	Joinery works
lambeth-contaminated-land:710	Right of Beardell St, south of Camden Hill Road, left of Woodland Road	Garage
lambeth-contaminated-land:711	North of Westow Hill, left of Jasper Road, right of Woodland Road	Printing works
lambeth-contaminated-land:712	Left of St Aubyn's Road, south of Westow Hill	Laundry, Woodmans Yard, Laundry
lambeth-contaminated-land:713	North of Milestone Road, South/East of large Roundabout	Garage
lambeth-contaminated-land:714	Left of Stoney Lane,	St Bernard Works and electric sub station
lambeth-contaminated-land:715	Right of Westow Street, south off Carberry Road	x2 Garages
lambeth-contaminated-land:716	Left off Westow Street, south of Haynes Lane	Joinery works
lambeth-contaminated-land:717	South of South Croxted Road, right above Surrey Mews	Carpet factory
lambeth-contaminated-land:718	Right off Alderbrook Avenue, opposite Bellamy left of Balham Hill	Laundry, to the right of this is x2 Works, usage however is unknown.
lambeth-contaminated-land:719	North off Oldridge Road, Left of Balham and South of Alderbrook Avenue	1a, silk screen printers, 3- upholstery, 5-13 Gown Manufacturers, Color printer manufacturers
lambeth-contaminated-land:720	South of Dismore Road, Left of Lammer Mere Road, North of Ravenswood Road	Garage, tool engineers, (1a), Cabinet Makers, (1b)
lambeth-contaminated-land:721	Right of Balham Grove, south of Caistor Road, left of Balham High Road	Balham High rd- No.76- Ladies hand Bag makers, No.86- Printers, No.94a- Confectioners manf, No.74e- Shirt makers, No.96- Timber yard, No.110/120 Lampshade makers.
lambeth-contaminated-land:722	7&9 Balham High Road	Builders, cylinders & crankshaft goods
lambeth-contaminated-land:723	11 Balham High Rd	Lamp Shade Manufacturers
lambeth-contaminated-land:724	11 Balham High Rd	Adhesive Tape Manufacturers
lambeth-contaminated-land:725	11/33 Balham High Rd	Injection molding
lambeth-contaminated-land:726	Off Caistor Road	Chromium Platers
lambeth-contaminated-land:727	North of Hazlebourne Road, at  corner with Balham Hill	Anchor Works, lithographics
lambeth-contaminated-land:728	South of Cathles Road and West of Lynn Road	Garage, builders yard, coach works.
lambeth-contaminated-land:729	North of Robertson Street, West of St Philip Street	Garage
lambeth-contaminated-land:730	North of Wandsworth Road, east of Newby Street	Brewery
lambeth-contaminated-land:731	South of Wandsworth Road, West of Newby Street, opposite Brewery	Works, usage however unknown
lambeth-contaminated-land:732	North of Broughton Street	1 heating engineers, 1a waste paper manuf, 26/27 sheet metal works, 28,31,37 slate mers, 32/35 sheet metal workers, 36 marble stone masons.
lambeth-contaminated-land:733	North of Dickens Street, Right off Silverthorne Road	Milk depot, food depot, carriage cleaning shed.
lambeth-contaminated-land:734	53 Left of Lillian Road, North of Meopham road	Petrol Pump makers, coal dir.
lambeth-contaminated-land:735	North of Blegborough Road, Left of Eardley road	Builders Yard, x2 Warehouse
lambeth-contaminated-land:736	Right of Leverson Street, Left of Besley Street, opposite Corsehill Street	Works and warehouse
lambeth-contaminated-land:737	Left of railway station, right of Glenister Park Road	Freight Depot
lambeth-contaminated-land:738	Right on the Corner of Fallsbrook Road	Engineering works, box works, engineering works, engineering works, warehouse.
lambeth-contaminated-land:739	South off Mitcham Lane, opposite Streatham Grammar School	Garage.
lambeth-contaminated-land:740	South of Sternhold Avenue, south of railway	Carriage shed.
lambeth-contaminated-land:741	North of Weir road	Engineering works, railway stores, motor works.
lambeth-contaminated-land:742	No.2 South of Weir Road, right of Zennor Road, North of Hydethorpe Road	Mill, silk screen printers, builders,  Acme petrol Services,
lambeth-contaminated-land:743	No.8 Weir Road	Embisco Engineers
lambeth-contaminated-land:744	12 Weir Road	Beer Bottlers
lambeth-contaminated-land:745	12a Weir Road	Photographic manufacturers
lambeth-contaminated-land:746	12a Weir Road	Envelope makers
lambeth-contaminated-land:747	Left of Northbourne Road, Left of Park Hill	Printing works, x2 Engineering works, soap factory.
lambeth-contaminated-land:748	Right of Briarwood Road, left of Northbourne Road	x2 Motor Works.
lambeth-contaminated-land:749	South of Elms Crescent, North of Rodenhurst Road, opposite Crescent Lane	Motor works, joinery works.
lambeth-contaminated-land:750	North of Elms Road, Franconia Road area	Confectionery Works
lambeth-contaminated-land:751	North of Hazelbourne Road, opposite Westlands Terrace	Milk Bottling depot.
lambeth-contaminated-land:752	Nth/North East of Edgeley Rd, opposite Navy Street	Engineering works and beyond to the North East is a depot.
lambeth-contaminated-land:753	South of Clapham High Street, right of Aristottle Road	Cardboard Box Factory
lambeth-contaminated-land:754	North of Clapham High Street, right of Aristottle Road	Printing works, corporation yard, cycle works.
lambeth-contaminated-land:755	Right off Rectory Grove, south of Rectory Grove, stonehouse Street	Laundry, engineering works, printing works.
lambeth-contaminated-land:756	Right off North Street, opposite Lillishall Road, left of Rectory Gardens, opposite Charlotte Row	Electrical works.
lambeth-contaminated-land:757	North of Lilishall Road, left of North Street	Printing works, carriage works, engineering works.
lambeth-contaminated-land:758	Between Lillishall Road to the south and Lydon Road to the North	Plaster works
lambeth-contaminated-land:759	in square made by Grafton Square, Liston Road, Fitswilliam Road, old town.	Metal works
lambeth-contaminated-land:760	Square made by Lydon Road, Old Town, Orlando Road	Laundry.
lambeth-contaminated-land:761	Right of Stonehouse Street, North of Clapham High Street	Stonehouse Electrical works, Wellington Tube works
lambeth-contaminated-land:762	South of Clapham High Street, Left of St Lukes Avenue	Printing works, engineering works, Picador Works, Engineering works.
lambeth-contaminated-land:763	Right of St Lukes Avenue, left of Kenlyn Road	Electric sub station.
lambeth-contaminated-land:764	Right of concanon Road, opposite Raeburn Street	Laundry, Factory
lambeth-contaminated-land:765	South of Kepler road, Left of Plato Road, Right of Ashmere Grove	Motor Engineers
lambeth-contaminated-land:766	Acre Lane, left of Concanon Road	No.40- Wall paper mnf, No.52,- Meat pie makers, No.54- Laundry, No.56- Plastic paint, No.92- Motor agents, No.94-6 Tyer Traders, No.98- Furniture dealers.
lambeth-contaminated-land:767	Acre lane, Left of Porden Rd	No.19a- Electro plating, No.31-33- Car agents.
lambeth-contaminated-land:768	Acre Lane, left of Baytree Lane	No.43-57- Motor agents etc.
lambeth-contaminated-land:769	Left of Great Suffolk Street, opposite Copperfied Street	Machine Manf, oil engine makers.
lambeth-contaminated-land:770	Right of Great Suffolk Street, South of Copperfield Street	Works x4, Paper realer & cutter.
lambeth-contaminated-land:771	Right of Great Suffolk Street, South of Peacock Street	Garage
lambeth-contaminated-land:772	Glasshill Street, Right of Kings Bench Street, left of railway	Almhouses, No.38- Electrical Accessories mnf, Printing and engineering comp.
lambeth-contaminated-land:773	Blackfriars Road, South of Pocock Street	No. 157/168- Electricity Generating Board
lambeth-contaminated-land:774	Blackfriars Road, South of Valentine Place	No.102 Service station, Accessories manf. Bakery
lambeth-contaminated-land:775	Blackfriars Road, North of Valentine Place	No. 93-101- Calculating Machines & Perm Waving machines.
lambeth-contaminated-land:776	Nth of Webber Street, right of Gray Streetr	Garage
lambeth-contaminated-land:777	Webber Street, Right of Waterloo Road, opposite Ufford Street	No.63- Office Equip Warehouse, No.124- Turf commission agts.
lambeth-contaminated-land:778	South of Holmewood Road, Left off Cotherstone Road,	Tramway Depot.
lambeth-contaminated-land:779	Victoria House, Off Kings Avenue, Clapham, South London.	The development comprises the refurbishment of existing properties known as Victoria House and Victoria Annex, as well as the demolition of Victoria Court and Victoria Lodge, prior to their replacement with new construction. Source RSA Geotechnics Ltd, fo
lambeth-contaminated-land:780	Victoria House, Off Kings Avenue, Clapham, South London.	there were no obvious potential sources of contamination, although a derelict structure could be seen towards the north west of the site, just to the rear of Victoria Court. The remains of a concrete and masonry construction incorporating cast iron pipes.
lambeth-contaminated-land:781	Victoria House, Off Kings Avenue, Clapham, South London.	It is thought the elevated levels of Mercury may have been for switches and monitoring equipment, the lead pipes or paints could be the sources of elevated of lead and the Zinc which was incorporated in paint products, as well as galvanization of metals.
lambeth-contaminated-land:782	Victoria House, Off Kings Avenue, Clapham, South London.	North of site , off Kings Avenue, Allotment gardens.(1951), cleared by 1953, gardens occupied by School. Source Merebrook Report, 2000. Also RSA Geotechnics Ltd Report Feb 2002
lambeth-contaminated-land:783	11/13 Hillyard Street Kennington	Site has been used residentially throughout its history. Source Merebrook Report, 2000
lambeth-contaminated-land:784	11/13 Hillyard Street Kennington	Risk assessment identified a potential risk to end users of the site from the identified contamination. Source Merebrook Report, 2000
lambeth-contaminated-land:785	11/13 Hillyard Street Kennington	Slightly elevated levels of arsenic above ICRCL domestic threshold were identified. Source Merebrook Report, 2000
lambeth-contaminated-land:786	11/13 Hillyard Street Kennington	Levels of the remaining analyses were all found to be below the relevant ICRCL gardens thresholds. Source Merebrook Report, 2000
lambeth-contaminated-land:787	11/13 Hillyard Street Kennington	There is no visual evidence of hydrocarbon contamination. Source Merebrook Report, 2000
lambeth-contaminated-land:788	11/13 Hillyard Street Kennington	in the local vicinity, north west of the site, (off liberty street) was a printing works. A garage was also located directly west of the site, (off Durand Gardens). Source Merebrook Report, 2000
lambeth-contaminated-land:789	11/13 Hillyard Street Kennington	The printing works is now referred to as a warehouse. Source Merebrook Report, 2000
lambeth-contaminated-land:790	Ashby Mill School, Lyham Road, Clapham Park, London	The report showed very low levels of contamination. Source Geotechnical Developments (UK) Ltd, 2001
lambeth-contaminated-land:791	Ashby Mill School, Lyham Road, Clapham Park, London	Arsenic and Mercury were recorded in excess of their threshold trigger concentration. Apart from Arsenic however, none of the remaining determinants were found to exceed the threshold for open spaces. Lead levels exceeded those for domestic use.
lambeth-contaminated-land:792	Ashby Mill School, Lyham Road, Clapham Park, London	Elevated concentration of phytotoxic metals have been recorded in Made Ground soils across the site. Source Geotechnical Developments (UK) Ltd, 2001
lambeth-contaminated-land:793	Ashby Mill School, Lyham Road, Clapham Park, London	Boron, Copper, Zinc and Nickel was recorded in excess of TTC. Source Geotechnical Developments (UK) Ltd, 2001
lambeth-contaminated-land:794	26-34 Stannary Street, Lambeth, London	A print works is situated adjacent to the southern boundary of the site. Source Merebrook, Rydon Homes Ltd, Contaminated Land Assessment, ref CLA/1250/01/155
lambeth-contaminated-land:795	26-34 Stannary Street, Lambeth, London	The  building was mostly occupied by a photocopier agent/repairer named 'Alger, Brownless and Court Ltd'. Some waste from the former use including paper, packaging and office equipment was visible in the buildings and a small area of black staining of the
lambeth-contaminated-land:796	26-34 Stannary Street, Lambeth, London	Inspection of the site did not however identify  evidence of major contaminative use. No tanks, bunds or other indicators of bulk storage or use of hydrocarbons were observed. A 50 gallon drum of isopropyl alcohol was however observed in an alley.Source M
lambeth-contaminated-land:797	26-34 Stannary Street, Lambeth, London	Asbestos containing material was apparent in the roofing of the single storey work units which were constructed with asbestos cement sheeting. Asbestos insulation board was identified as paneling to one wall of the ground floor of the stable block. Source
lambeth-contaminated-land:798	26-34 Stannary Street, Lambeth, London	90m to the south west of the site I Kennington Park Service Station. Source Merebrook, 18 September 2001. Source Merebrook, Rydon Homes Ltd, Contaminated Land Assessment, ref CLA/1250/01/155
lambeth-contaminated-land:799	26-34 Stannary Street, Lambeth, London	300m to the west of the site is Allied Distillers Ltd. Source Merebrook, 18 September 2001
lambeth-contaminated-land:800	26-34 Stannary Street, Lambeth, London	600m to the west of the site is a Lambeth council waste transfer site. Another operated by LB of Southwark is located 800m to the east. Source Merebrook, 18 September 2001
lambeth-contaminated-land:801	26-34 Stannary Street, Lambeth, London	A transco gas holder station is approximately 350m west of the site. Source Merebrook, 18 September 2001
lambeth-contaminated-land:802	26-34 Stannary Street, Lambeth, London	There are other potential contaminative uses and business within 250m of the site, these include: Printers, plastic manufacturers, petrol filling station, engineering (general), and dry cleaning. Source Merebrook, 18 September 2001
lambeth-contaminated-land:803	26-34 Stannary Street, Lambeth, London	A gas works can be seen approximately 350m to the west of the site. Source Merebrook, 18 September 2001
lambeth-contaminated-land:804	26-34 Stannary Street, Lambeth, London	An additional engineering works is shown in the residential area to the south-east of the site. Source Merebrook, 18 September 2001
lambeth-contaminated-land:805	26-34 Stannary Street, Lambeth, London	Lead and Arsenic exceeded the domestic use threshold. Cadmium, chromium, and mercury were found not to exceed the screening levels. Source Merebrook, 18 September 2001
lambeth-contaminated-land:806	26-34 Stannary Street, Lambeth, London	Copper and Zinc were identified to be at concentrations exceeding the thresholds for areas where plants are to be grown. Source Merebrook, 18 September 2001
lambeth-contaminated-land:807	26-34 Stannary Street, Lambeth, London	Leachability testing has shown heavy metal contamination at the site to be of low mobility. Source Merebrook, 18 September 2001
lambeth-contaminated-land:808	26-34 Stannary Street, Lambeth, London	Made ground samples showed no visual or olfactory evidence of hydrocarbon or solvent contamination. No contamination of natural soils has been detected. Source Merebrook, 18 September 2001
lambeth-contaminated-land:809	53-63 Old town, Clapham.	Previous buildings have been demolished, and the site stands currently unoccupied. Source Laing Homes Ltd, Geo-Environmental Site Assessment October 2002.
lambeth-contaminated-land:810	53-63 Old town, Clapham.	Some stockpiles of fly-tip material are present consisting mainly of concrete and brick.  Source Laing Homes Ltd, Geo-Environmental Site Assessment October 2002.
lambeth-contaminated-land:811	53-63 Old town, Clapham.	Site is to be redeveloped for a residential and commercial end-use.  Source Laing Homes Ltd, Geo-Environmental Site Assessment October 2002.
lambeth-contaminated-land:812	53-63 Old town, Clapham.	Site and surrounding area large residential dwellings.  Source Laing Homes Ltd, Geo-Environmental Site Assessment October 2002.
lambeth-contaminated-land:813	53-63 Old town, Clapham.	A tramway is  located 250m to the south east of the site but much of the area remains residential.  Source Laing Homes Ltd, Geo-Environmental Site Assessment October 2002.
lambeth-contaminated-land:814	53-63 Old town, Clapham.	Windsor Works, (Haberdashery) is located to the immediate south of the site, and a printing works approximately 50m to the north. A factory is located on Macauley Road 200m to the west and a works is located on Clapham Common North Side, approximately 10
lambeth-contaminated-land:815	53-63 Old town, Clapham.	Manor House metal works is shown at 7b Old Town 170m to the North. A Laundry is shown 150m to the North West possibly accessed via Scout Lane.  Source Laing Homes Ltd, Geo-Environmental Site Assessment October 2002.
lambeth-contaminated-land:816	53-63 Old town, Clapham.	The site has been developed and is identified as Downers Lane Works, (Engineering), including several large buildings and open spaces. An engineering works is located 100m to the south-east on Venn Street.  Source Laing Homes Ltd, Geo-Environmental Site
lambeth-contaminated-land:817	53-63 Old town, Clapham.	The engineering works on site has been extended. The substation at the rear is shown. The site on the opposite of Old Town on the Polygon is now shown as a garage.  Source Laing Homes Ltd, Geo-Environmental Site Assessment October 2002.
lambeth-contaminated-land:818	53-63 Old town, Clapham.	Potential sources of ground or groundwater contamination in the surrounding area are mainly from the adjacent service station garage on the Polygon, (hydrocarbons and heavy metals) and the works, (use unknown) to the south of the site.   Source Laing  Hom
lambeth-contaminated-land:819	53-63 Old town, Clapham.	Concentrations of Lead were elevated above the SGV for a residential end-use without plant growth, (450mg/kg) in seven Made Ground samples. None of the natural sediment samples recorded any elevated concentrations.  Source Laing Homes Ltd, Geo-Environment
lambeth-contaminated-land:820	53-63 Old town, Clapham.	Certain values of copper and Zinc were elevated above the UK ICRCL guidelines.  Source Laing Homes Ltd, Geo-Environmental Site Assessment October 2002.
lambeth-contaminated-land:821	53-63 Old town, Clapham.	The levels of cadmium, chromium, selenium, water-soluble boron, copper, nickel and zinc were all less than the requirements and therefore are considered a low risk to groundwater in the Minor Aquifer.  Source Laing Homes Ltd, Geo-Environmental Site Assess
lambeth-contaminated-land:822	53-63 Old town, Clapham.	Materials in the fly tipping, mainly crushed cement, did not seem to merit concern.  Source Laing Homes Ltd, Geo-Environmental Site Assessment October 2002.
lambeth-contaminated-land:823	53-63 Old town, Clapham.	Slight impact to the groundwater from Lead and hydrocarbons was expressed. Locally elevated concentrations of carbon dioxide above the guideline for gas protection measures were also detected.  Source Laing Homes Ltd, Geo-Environmental Site Assessment Oct
lambeth-contaminated-land:824	Waterloo Millennium Green, south of Waterloo Road, north of Coral Street	Elevated levels of copper, zinc, nickel, lead, sulphate and PAH were detected, in relation to their respective trigger levels for domestic uses. Source Mayer Environmental 19 October 2000
lambeth-contaminated-land:825	Waterloo Millennium Green, south of Waterloo Road, north of Coral Street	The most likely source of the contaminants is the ash, including coal ash, which was widespread in the fill. Source Mayer Environmental 19 October 2000
lambeth-contaminated-land:826	Waterloo Millennium Green, south of Waterloo Road, north of Coral Street	The measured gas concentrations are very low and no borehole flow rate was detected. Source Mayer Environmental 19 October 2000
lambeth-contaminated-land:827	Waterloo Millennium Green, south of Waterloo Road, north of Coral Street	The level of arsenic detected exceeded the threshold trigger value for domestic gardens and allotments. However it was held that this elevation should not be observed as a significant value. Source Mayer Environmental 19 October 2000
lambeth-contaminated-land:828	Waterloo Millennium Green, south of Waterloo Road, north of Coral Street	In summary it was held that the soil concerned can be classed as uncontaminated, and meets the current health criteria for soils used in domestic gardens. Source Mayer Environmental 19 October 2000
lambeth-contaminated-land:829	1a Concanon Road and Rear of 86 Acre Lane, London	The site is occupied by a Lightening Fasteners, ( suppliers of nuts and bolts and steel) and includes an electro-plating plant.
lambeth-contaminated-land:830	1a Concanon Road and Rear of 86 Acre Lane, London	The site was occupied by part of a machine works. The property has remained in light industrial use since this time. Source IDAMET Securities Ltd October 1998.
lambeth-contaminated-land:831	1a Concanon Road and Rear of 86 Acre Lane, London	There were printers on the property. Source IDAMET Securities Ltd October 1998
lambeth-contaminated-land:832	1a Concanon Road and Rear of 86 Acre Lane, London	Within a 250m radius an Electricity sub station was identified, along with a Beer bottling factory. Rubber tyre manufactures, laundry can also be added. Source IDAMET Securities Ltd October 1998
lambeth-contaminated-land:833	1a Concanon Road and Rear of 86 Acre Lane, London	A plating works operated from a small building immediately adjacent to the Acre Lane access point, a small scale operation involving the batch plating of screws and fixings. Source IDAMET Securities Ltd October 1998
lambeth-contaminated-land:834	Tyers Terrace, Vauxhall - Kennington, London	Proposals for the development of 2 to 3 storey housing.
lambeth-contaminated-land:835	Tyers Terrace, Vauxhall - Kennington, London	Contamination testing showed some contamination by Cadmium,  Copper, Lead, Mercury, Zinc and Arsenic.
lambeth-contaminated-land:836	Tyers Terrace, Vauxhall - Kennington, London	The site is bounded to the north and east by school playgrounds and to the south by Tyers Terrace.
lambeth-contaminated-land:837	Tyers Terrace, Vauxhall - Kennington, London	To the north of the site may be the Lambeth Work House.
lambeth-contaminated-land:838	Tyers Terrace, Vauxhall - Kennington, London	Tyers Terrace and Vauxhall Street have been built.
lambeth-contaminated-land:839	Tyers Terrace, Vauxhall - Kennington, London	The only surrounding development has been residential or The development of The church.
lambeth-contaminated-land:840	Tyers Terrace, Vauxhall - Kennington, London	Old refuse filling often contains sulphate rich materials, heavy metals and other dangerous chemicals, and may produce methane gas.
lambeth-contaminated-land:841	Tyers Terrace, Vauxhall - Kennington, London	In essence, there was found to be significant contamination by Copper, Cadmium, Lead, Mercury and Zinc. Levels of Arsenic was also detected but not beyond that which may normally be expected naturally in soils of south-east England.
lambeth-contaminated-land:842	Former Dick Sheppard School, Tulse Hill, London	All of the samples analyzed were contaminated by Arsenic above the ICRCL trigger levels for private gardens and at one testing area exceeding that for open spaces. At one testing area, the level of Lead also exceeded ICRCL trigger levels for private gar
lambeth-contaminated-land:843	Former Dick Sheppard School, Tulse Hill, London	The site is developed primarily for private housing/flats. Source Herts & Essex Site Investigations 12 March 1998
lambeth-contaminated-land:844	Former Dick Sheppard School, Tulse Hill, London	The site is residential housing to the south, however later investigations found that the buildings to be of small commercial use as well. Source Herts & Essex Site Investigations 12 March 1998
lambeth-contaminated-land:845	Former Dick Sheppard School, Tulse Hill, London	Between 1868 and 1894, there has been a small amount of development in the South of the site. Source Herts & Essex Site Investigations 12 March 1998
lambeth-contaminated-land:846	Former Dick Sheppard School, Tulse Hill, London	It was found that there are no records of landfill within a 250m radius of the site. Source Herts & Essex Site Investigations 12 March 1998
lambeth-contaminated-land:847	Former Dick Sheppard School, Tulse Hill, London	From other historical sources it was discovered that the buildings along Tulse Hill, including those on the site are both residential and light commercial, such as saddlers, butchers etc. The Dick Sheppard school was built some time between 1954-1959. Sou
lambeth-contaminated-land:848	Former Dick Sheppard School, Tulse Hill, London	Contamination by Arsenic above ICRCL trigger levels in three testing areas. Source Herts & Essex Site Investigations 12 March 1998
lambeth-contaminated-land:849	151a Knollys Road, Tulse Hill, London	Proposed development for residential development with gardens and car parking. Source Report on a ground Investigation Soils Limited, 1999.
lambeth-contaminated-land:850	151a Knollys Road, Tulse Hill, London	The site was part of residential property.  To the north of the site lay the railway and to the north west, beyond the railway there was an area marked as 'Old Brick Works'. Still further from the brick works in the same direction there was Roupell Park,
lambeth-contaminated-land:851	151a Knollys Road, Tulse Hill, London	The gravel pits and old brick works were not indicated on this particular map. Source Report on a ground Investigation Soils Limited, 1999.
lambeth-contaminated-land:852	151a Knollys Road, Tulse Hill, London	Beyond the railway, to the east of the site was described as a coal depot. Source Report on a ground Investigation Soils Limited, 1999.
lambeth-contaminated-land:853	151a Knollys Road, Tulse Hill, London	the majority of the area of the site was shown to be developed with an engraving works with outbuildings shown on the western most boundary.  Source Report on a ground Investigation Soils Limited, 1999.
lambeth-contaminated-land:854	151a Knollys Road, Tulse Hill, London	Very little change, however the coal depot is no longer present. Source Report on a ground Investigation Soils Limited, 1999.
lambeth-contaminated-land:855	151a Knollys Road, Tulse Hill, London	A gas oil tank was located at the eastern end of the main building located between the electricity substation and the former dry goods store. Source Report on a ground Investigation Soils Limited, 1999.
lambeth-contaminated-land:856	151a Knollys Road, Tulse Hill, London	A stockpile of material was located in the middle of the northern boundary of the site. Source Report on a ground Investigation Soils Limited, 1999.
lambeth-contaminated-land:857	151a Knollys Road, Tulse Hill, London	To the east of the site is an unadopted service road servicing a car breaking facility, in the area formerly identified as the coal depot. Source Report on a ground Investigation Soils Limited, 1999.
