ORGANISATIONURI,ORGANISATIONLABEL,SITEREFERENCE,PREVIOUSLYPARTOF,SITENAMEADDRESS,SITEPLANURL,COORDINATEREFERENCESYSTEM,GEOX,GEOY,HECTARES,OWNERSHIPSTATUS,DELIVERABLE,PLANNINGSTATUS,PERMISSIONTYPE,PLANNINGSTATUSEXTRA1,PLANNINGSTATUSEXTRA2,PLANNINGAPPLICATIONREF,PERMISSIONDATE,PLANNINGHISTORY,PROPOSEDFORPIP,MINNETDWELLINGS,DEVELOPMENTDESCRIPTION,NONHOUSINGDEVELOPMENT,PART2,NETDWELLINGSRANGEFROM,NETDWELLINGSRANGETO,HAZARDOUSSUBSTANCES,SITEINFORMATION,NOTES,FIRSTADDEDDATE,LASTUPDATEDDATE
http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,9/347,,Canal Quarter - Crocus Street Southpoint,http://maps.nottinghamcity.gov.uk/insightmapping/#,ETRS89,-1.14133842,52.94557367,0.94075,not owned by a public authority,yes,permissioned,full planning permission,Under Construction,Full,10/01814/PFUL3,20100819,http://publicaccess.,,350,"Erection of 350 residential units including 12 live/work units, basement car parking (230 spaces) and ancillary works following demolition (renewal of planning permission reference 04/02843/PFUL3).",mixed use,,350,350,,,,20160624,
http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,9/326,,"Waterside - Daleside Road, Trent Lane Basin, ",http://maps.nottinghamcity.gov.uk/insightmapping/#,ETRS89,-1.12495093,52.94483857,8.99366,not owned by a public authority,yes,permissioned,full planning permission,Under Construction,Variation of Condition,15/01646/PVAR3,20160404,http://publicaccess.,,276,Variation of condition S1 of planning permission reference 13/03029/PFUL3 (house type details and general details).,mixed use,,276,276,,,,20160624,
http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,9/668,,"Waterside - Trent Lane, Park Yacht Club",http://maps.nottinghamcity.gov.uk/insightmapping/#,ETRS89,-1.12142048,52.94366292,2.29616,not owned by a public authority,yes,permissioned,full planning permission,full planning permission,Full,15/01202/PFUL3,20160317,http://publicaccess.,,150,Demolition of existing buildings and erection of three apartment blocks (81 apartments) and associated works.,mixed use,,150,170,,,,20160624,
http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,9/220,,"Former NCT Bus Depot, Piccadilly",http://maps.nottinghamcity.gov.uk/insightmapping/#,ETRS89,-1.18876907,52.99560363,0.29967,not owned by a public authority,yes,permissioned,full planning permission,Under Construction,Full,16/01820/PFUL3,20161014,http://publicaccess.,,6,Erection of 6 dwellings.,,,6,6,,,,20160624,
http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,9/274,,"Site of the former The Globe, 196 Denman Street Central",http://maps.nottinghamcity.gov.uk/insightmapping/#,ETRS89,-1.17215921,52.95815386,0.07275,not owned by a public authority,yes,permissioned,full planning permission,full planning permission,Full,16/01872/PFUL3,20170224,http://publicaccess.,,21,New Build Proposal for 21 flats on The Globe Pub Site,,,21,21,,,,20160624,
http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,9/313,,"Enderleigh, The Crescent",http://maps.nottinghamcity.gov.uk/insightmapping/#,ETRS89,-1.14063175,52.96986199,0.33196,not owned by a public authority,yes,permissioned,full planning permission,full planning permission,Full,15/02076/PFUL3,20151009,http://publicaccess.,,9,9 dwellings and associated works.,,,9,9,,,,20160624,
http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,9/327,,"Police garage and offices, 24 - 30 Shakespeare Street",http://maps.nottinghamcity.gov.uk/insightmapping/#,ETRS89,-1.15064787,52.95783154,0.19291,not owned by a public authority,yes,permissioned,full planning permission,full planning permission,Variation of Condition,15/01670/PVAR3,20150924,http://publicaccess.,,44,Variation of condition S1 of planning permission reference 12/01581/PFUL3 (external design changes).,,,44,44,,,,20160624,
http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,9/360,,Land between Bancroft and 4 Barrack Lane,http://maps.nottinghamcity.gov.uk/insightmapping/#,ETRS89,-1.16819456,52.95406137,0.07793,not owned by a public authority,yes,permissioned,full planning permission,full planning permission,Full,14/01401/PFUL3,20140909,http://publicaccess.,,16,Redevelopment to provide 16 residential apartments following demolition.,,,16,16,,,,20160624,
http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,9/383,,Ascot Road - Speedo,http://maps.nottinghamcity.gov.uk/insightmapping/#,ETRS89,-1.18390898,52.96599941,1.01823,not owned by a public authority,yes,permissioned,full planning permission,full planning permission,Full,15/01928/PFUL3,20160329,http://publicaccess.,,47,Residential development comprising 47 dwellings and associated works.,,,47,47,,,,20160624,
http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,9/391,,6 Ilkeston Road,http://maps.nottinghamcity.gov.uk/insightmapping/#,ETRS89,-1.16312998,52.95615807,0.09036,not owned by a public authority,yes,permissioned,full planning permission,full planning permission,Full,16/00915/PFUL3,20160923,http://publicaccess.,,69,Construction of student accommodation comprising 103 bedspaces in 69 flats with associated social space.,,,69,69,,,,20160624,
http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,9/402,,"Former Childrens Home, 383-387 Woodborough Road",http://maps.nottinghamcity.gov.uk/insightmapping/#,ETRS89,-1.13885965,52.97422382,0.70416,not owned by a public authority,yes,permissioned,full planning permission,Under Construction,Variation of Condition,15/00033/PVAR3,20150414,http://publicaccess.,,11,Variation of condition S1 of planning permission reference 14/00414/PFUL3 relating to new conservatories and dormer windows.,,,11,11,,,,20160624,
http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,9/430,,31 Curzon Street/185-191 Huntingdon Street,http://maps.nottinghamcity.gov.uk/insightmapping/#,ETRS89,-1.14427708,52.95746646,0.75573,not owned by a public authority,yes,permissioned,full planning permission,full planning permission,Full,14/01925/PFUL3,20141117,http://publicaccess.,,246,New student accommodation (198 units) with ancillary and communal facilities following demolition of existing buildings.,,,246,246,,,,20160624,
http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,9/518,,"Caliba Queens House, Queens Road",http://maps.nottinghamcity.gov.uk/insightmapping/#,ETRS89,-1.14294524,52.94616159,0.14424,not owned by a public authority,yes,permissioned,full planning permission,full planning permission,Full,15/00462/PFUL3,20150529,http://publicaccess.,,215,New student development comprising 215 self-contained units with ancillary accommodation at ground floor and associated works.,,,215,215,,,,20160624,
http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,9/596,,"Prestige Windows, 602 The Wells Road",http://maps.nottinghamcity.gov.uk/insightmapping/#,ETRS89,-1.13075359,52.98033984,0.05882,not owned by a public authority,yes,permissioned,full planning permission,full planning permission,Full,15/00014/PFUL3,20150708,http://publicaccess.,,16,16 new dwellings and associated works.,,,16,16,,,,20160624,
http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,9/611,,34A Church Street,http://maps.nottinghamcity.gov.uk/insightmapping/#,ETRS89,-1.17518501,52.94896667,0.04072,not owned by a public authority,yes,permissioned,full planning permission,full planning permission,Variation of Condition,16/014101/PFUL3,20161021,http://publicaccess.,,6,Conversion and extension of existing building following part demolition to create 6 self-contained apartments. (Removal of condition 7 of planning permission reference 12/00020/PFUL3 to enable the apartments to be occupied by students.),,,6,6,,,,20160624,
http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,9/633,,"Clinton Arms 536 Radford Road NG7 7EA, Nottingham",http://maps.nottinghamcity.gov.uk/insightmapping/#,ETRS89,-1.17324504,52.97625289,0.02768,not owned by a public authority,yes,permissioned,full planning permission,under construction,Full,08/01573/PFUL3,20081105,http://publicaccess.,,6,Conversion and extension of public house to 6 self-contained apartments.,,,6,6,,,,20160624,
http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,9/648,,"Former Industrial Site To West Of Car Park , Oak Street",http://maps.nottinghamcity.gov.uk/insightmapping/#,ETRS89,-1.15315739,52.9740629,0.1519,not owned by a public authority,yes,permissioned,full planning permission,full planning permission,Full,13/02143/PFUL3,20140124,http://publicaccess.,,5,5 new dwellings following demolition of existing buildings.,,,5,5,,,,20160624,
http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,9/664,,"Site of former Lord Nelson Public House, Hempshill Lane",http://maps.nottinghamcity.gov.uk/insightmapping/#,ETRS89,-1.20426761,52.99850196,0.41491,not owned by a public authority,yes,permissioned,full planning permission,full planning permission,Full,16/00845/PFUL3,20161028,http://publicaccess.,,17,17 new bungalows and associated works.,,,17,17,,,,20160624,
http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,9/669,,1 Brook Street,http://maps.nottinghamcity.gov.uk/insightmapping/#,ETRS89,-1.14170162,52.95613635,0.31148,not owned by a public authority,yes,permissioned,full planning permission,full planning permission,Full,16/00429/PFUL3,20170202,http://publicaccess.,,101,"Change of use of existing building from office to residential, providing 101 apartments and including new cafe and creche use. Extension to the Second, Third and Fourth storeys within existing building footprint. Re-cladding of exterior facade and creatio",,,101,101,,,,20160624,
http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,9/676,,"Coopers Club, 360 Highbury Vale",http://maps.nottinghamcity.gov.uk/insightmapping/#,ETRS89,-1.19380555,52.99958574,0.09881,not owned by a public authority,yes,permissioned,full planning permission,full planning permission,Full,16/00701/PFUL3,20160802,http://publicaccess.,,10,Conversion of building to create 10 flats.,,,10,10,,,,20160624,
http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,9/694,,"Whole of Bakewell Drive, Bakewell Drive",http://maps.nottinghamcity.gov.uk/insightmapping/#,ETRS89,-1.17291011,53.00470216,2.54991,not owned by a public authority,yes,permissioned,full planning permission,Under Construction,Full,05/00630/PFUL3,20050722,http://publicaccess.,,5,"Demolition of existing 139 flats/houses, construction of new link road and closure of footpath and erection of 114 residential units.",,,5,5,,,,20160624,
http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,9/1119,,"Hyson Green Community Centre, St Pauls Avenue",http://maps.nottinghamcity.gov.uk/insightmapping/#,ETRS89,-1.17207405,52.96600463,0.07856,not owned by a public authority,yes,permissioned,full planning permission,Under Construction,Full,13/03117/PFUL3,20140826,http://publicaccess.,,12,"Conversion of disused community centre into 12 apartments, new openings and dormer extension to rear.  Resubmission of planning application reference 12/02058/PFUL3.",,,12,12,,,,20160624,
http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,9/1128,,27 St Marys Gate,http://maps.nottinghamcity.gov.uk/insightmapping/#,ETRS89,-1.14403637,52.9520333,0.01432,not owned by a public authority,yes,permissioned,full planning permission,full planning permission,Full,15/03127/PFUL3,20170120,http://publicaccess.,,9,Conversion of building to create 10 self contained flats,,,9,9,,,,20160624,
http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,9/1533,,41Pilcher Gate and 20 St Mary's Gate,http://maps.nottinghamcity.gov.uk/insightmapping/#,ETRS89,-1.14442944,52.95232545,0.03197,not owned by a public authority,yes,permissioned,full planning permission,full planning permission,Full,16/01140/PFUL3,20160902,http://publicaccess.,,5,Conversion and extension to create office space at basement and ground floor with 5 flats above.,,,5,5,,,,20160624,
http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,9/1721,,25-29 Wheeler Gate,http://maps.nottinghamcity.gov.uk/insightmapping/#,ETRS89,-1.1497233,52.95252498,0.03025,not owned by a public authority,yes,permissioned,full planning permission,Under Construction,Variation of Condition,16/01815/PVAR3,20161202,http://publicaccess.,,9,"Conversion of first, second and third floors to 9 self contained apartments variation of condition S1 of planning permission reference 14/00585/PFUL3 to allow revised apartment layout and other associated alterations.",,,9,9,,,,20160624,
http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,9/1775,,"Redevelopment of Lenton highrise flats, Park Street",http://maps.nottinghamcity.gov.uk/insightmapping/#,ETRS89,-1.17270079,52.95027106,2.23709,not owned by a public authority,yes,permissioned,full planning permission,Under Construction,Variation of Condition,14/03054/PVAR3,20151029,http://publicaccess.,,37,"142 dwellings comprising 54 no. flats for independent living, 16 no. bungalows, 62 no. 2 and 3 bed houses and 10 no. 1 bed apartments with associated on-site ancillary community facilities, parking and landscaping. (Variation of condition S1 of planning p",,,37,37,,,,20160624,
http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,9/1779,,"Site At Cranwell Road West, NG8 6NP",http://maps.nottinghamcity.gov.uk/insightmapping/#,ETRS89,-1.23223391,52.97771229,0.57933,not owned by a public authority,yes,permissioned,full planning permission,Under Construction,Full,14/01934/PFUL3,20141024,http://publicaccess.,,25,,,,25,25,,,,20160624,
http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,9/1782,,"Former Gardeners Public House, The Wells Road",http://maps.nottinghamcity.gov.uk/insightmapping/#,ETRS89,-1.12435571,52.97102103,0.224,not owned by a public authority,yes,permissioned,full planning permission,full planning permission,Full,15/02767/PFUL3,20160128,http://publicaccess.,,10,10 new dwellings and associated works.,,,10,10,,,,20160624,
http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,9/1793,,Car park site of 192 North Sherwood Street,http://maps.nottinghamcity.gov.uk/insightmapping/#,ETRS89,-1.15196381,52.96272313,0.02958,not owned by a public authority,yes,permissioned,full planning permission,Under Construction,Full,11/04194/PFUL3,20120209,http://publicaccess.,,8,Erection of 8 self-contained apartments and associated works.,,,8,8,,,,20160624,
http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,9/1806,,9 -9A Castle Street,http://maps.nottinghamcity.gov.uk/insightmapping/#,ETRS89,-1.12843338,52.95059154,0.02632,not owned by a public authority,yes,permissioned,full planning permission,Under Construction,Full,12/01005/PFUL3,20120523,http://publicaccess.,,6,"Conversion from hostel to 6 self-contained apartments, erection of single storey extension and replacement windows.",,,6,6,,,,20160624,
http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,9/1872,,1 Hockley,http://maps.nottinghamcity.gov.uk/insightmapping/#,ETRS89,-1.14096456,52.95406257,0.10506,not owned by a public authority,yes,permissioned,full planning permission,full planning permission,Variation of Condition,13/01435/PVAR3,20130909,http://publicaccess.,,56,Erection of 8 storey building to create ground floor retail and student apartments following demolition of existing building (Variation of condition S1 of planning permission reference 12/00640/PFUL3 - alterations to approved plans).,,,56,56,,,,20160624,
http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,9/1892,,"Old General, 249 Radford Road",http://maps.nottinghamcity.gov.uk/insightmapping/#,ETRS89,-1.17378402,52.96907116,0.09823,not owned by a public authority,yes,permissioned,full planning permission,full planning permission,Full,13/02883/PFUL3,20140115,http://publicaccess.,,8,"Conversion of ground floor to three Class A1 retail units and upper floors to 8 self contained flats. Partial demolition of ground floor extension, and extensions to ground, first and second floors.",,,8,8,,,,20160624,
http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,Sep-09,,31 Huntingdon Street,http://maps.nottinghamcity.gov.uk/insightmapping/#,ETRS89,-1.15032268,52.96223654,0.05847,not owned by a public authority,yes,permissioned,full planning permission,full planning permission,Full,15/02946/PFUL3,20160114,http://publicaccess.,,9,Student development consisting of 3 student houses and 6 apartments.,,,9,9,,,,20160624,
http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,Sep-17,,"St Peters Vicarage And Church Hall, 177 Hartley Road",http://maps.nottinghamcity.gov.uk/insightmapping/#,ETRS89,-1.17951131,52.95966202,0.2523,not owned by a public authority,yes,permissioned,full planning permission,full planning permission,Variation of Condition,13/03119/PVAR3,20140217,http://publicaccess.,,7,Variation of condition S1 of planning permission reference 1303119/PVAR3,,,7,7,,,,20160624,
http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,Sep-39,,"Talbot House, Talbot Street",http://maps.nottinghamcity.gov.uk/insightmapping/#,ETRS89,-1.15743955,52.95577452,0.2709,not owned by a public authority,yes,permissioned,full planning permission,full planning permission,Full,14/02526/PFUL3,20150402,http://publicaccess.,,214,"Demolition of buildings except for front section of Talbot House. Erection of new buildings (of up to 8 storeys) comprising studios, cluster flats, and accessible flats and conversion of front section of Talbot House to provide student facilities (revised",,,214,214,,,,20160624,
http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,9/458,,"Boots, Thane Road",http://maps.nottinghamcity.gov.uk/insightmapping/#,ETRS89,-1.18710621,52.9273796,84.49693,not owned by a public authority,yes,pending decision,,Perm. awaiting Sect. 106,Perm. awaiting Sect. 106,,,,,200,,,,200,260,,,,20171215,
http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,Sep-59,,Broadmarsh West/Broadmarsh Car Park,http://maps.nottinghamcity.gov.uk/insightmapping/#,ETRS89,-1.14813775,52.94916884,1.85624,not owned by a public authority,,not permissioned,,Local Plan Allocation,,,,,,50,,Mixed use,,50,100,,,,20171215,
http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,9/526,,Canal Quarter - Station Street/Carrington Street,http://maps.nottinghamcity.gov.uk/insightmapping/#,ETRS89,-1.14647387,52.94797494,0.76033,not owned by a public authority,,not permissioned,,Local Plan Allocation,,,,,,45,,,,45,55,,,,20171215,
http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,9/525,,"Canal Quarter - Queens Road, East of Nottingham Station, Queens Road",http://maps.nottinghamcity.gov.uk/insightmapping/#,ETRS89,-1.14193018,52.94683746,1.23858,not owned by a public authority,,not permissioned,,Local Plan Allocation,,,,,,150,,,,150,200,,,,20171215,
http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,9/529,,Canal Quarter - Arkwright Street East,http://maps.nottinghamcity.gov.uk/insightmapping/#,ETRS89,-1.14574308,52.94559641,1.43609,not owned by a public authority,,not permissioned,,Local Plan Allocation,,,,,,100,,,,100,140,,,,20171215,
http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,9/1638,,"Waterside - Cattle Market, Cattle Market Road",http://maps.nottinghamcity.gov.uk/insightmapping/#,ETRS89,-1.13549568,52.94354238,3.34493,not owned by a public authority,,not permissioned,,Local Plan Allocation,,,,,,50,,,,50,80,,,,20171215,
http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,9/516,,Waterside - Freeth Street,http://maps.nottinghamcity.gov.uk/insightmapping/#,ETRS89,-1.13008039,52.94467536,8.17394,not owned by a public authority,,not permissioned,,Local Plan Allocation,,,,,,150,,,,150,250,,,,20171215,
http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,9/381,,Green Lane - Fairham House,http://maps.nottinghamcity.gov.uk/insightmapping/#,ETRS89,-1.18192654,52.90396629,2.16392,not owned by a public authority,yes,not permissioned,,Local Plan Allocation,,,,,,24,,,,24,24,,,,20171215,
http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,Sep-29,,34 Elm Avenue,http://maps.nottinghamcity.gov.uk/insightmapping/#,ETRS89,-1.14959791,52.96402333,0.03073,not owned by a public authority,yes,permissioned,full planning permission,Under Construction,Full,15/00208/PFUL3,20150327,http://publicaccess.,,5,Conversion to 6 self contained flats.,,,5,5,,,,20160624,
http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,Sep-31,,"Floors above the Old Angel, 7 Stoney Street",http://maps.nottinghamcity.gov.uk/insightmapping/#,ETRS89,-1.14336736,52.95340412,0.03908,not owned by a public authority,yes,permissioned,full planning permission,full planning permission,Listed Building,14/02314/LLIS1,20141117,http://publicaccess.,,7,"Conversion to 8 dwellings, erection of extension and minor alterations. Works to a listed building.",,,7,7,,,,20160624,
http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,Sep-32,,"Rear of Sherwood Inn, 548 Mansfield Road",http://maps.nottinghamcity.gov.uk/insightmapping/#,ETRS89,-1.14598399,52.98047905,0.09334,not owned by a public authority,yes,permissioned,full planning permission,full planning permission,Full,15/00251/PVAR3,20150327,http://publicaccess.,,7,Variation of condition 7 of planning permission reference 14/01428/PFUL3.,,,7,7,,,,20160624,
http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,Sep-33,,174 Derby Road,http://maps.nottinghamcity.gov.uk/insightmapping/#,ETRS89,-1.16451205,52.95533931,0.05446,not owned by a public authority,yes,permissioned,full planning permission,full planning permission,Listed Building,14/01247/LLIS1,20140827,http://publicaccess.,,8,Alterations to ground and first floor offices to create 8 self contained apartments.,,,8,8,,,,20160624,
http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,Sep-35,,13 Sherwood Rise,http://maps.nottinghamcity.gov.uk/insightmapping/#,ETRS89,-1.15859686,52.97090775,0.09711,not owned by a public authority,yes,permissioned,full planning permission,full planning permission,Full,14/01190/PFUL3,20140918,http://publicaccess.,,12,12 new apartments following demolition of existing property (revised scheme).,,,12,12,,,,20160624,
http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,9/270,,"Oakford Cl (regeneration site), Former warden aided accommodation, Oakford Close",http://maps.nottinghamcity.gov.uk/insightmapping/#,ETRS89,-1.2096653,52.97943893,1.21239,owned by a public authority,yes,permissioned,full planning permission,Under Construction,Full,07/01170/PFUL3,20071011,http://publicaccess.,,23,Erection of 51 dwellings comprising 40 three bed and 11 two bed houses.,,,23,23,,,,20160624,
http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,Sep-32,,"Morley School (aka Wells Rd Junior School and Eco Works site), St Anns (regeneration site), Wells Road",http://maps.nottinghamcity.gov.uk/insightmapping/#,ETRS89,-1.12636952,52.96885896,0.87738,owned by a public authority,yes,permissioned,full planning permission,Under Construction,Full,15/02118/PFUL3,20151201,http://publicaccess.,,39,39 new dwellings and associated works.,,,39,39,,,,20160624,
http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,Sep-33,,"Stepney Court (Regeneration scheme), Strelley Road",http://maps.nottinghamcity.gov.uk/insightmapping/#,ETRS89,-1.21695989,52.97427505,0.41954,owned by a public authority,yes,permissioned,full planning permission,full planning permission,Variation of Condition,16/02942/PVAR3,20170321,http://publicaccess.,,37,"Three Storey Building comprising Joint Service Centre to ground floor and 30 self-contained sheltered housing units to first and second floors. (Variation to condition S1 (Plans), condition 10 (Parking Layout) and condition 19 (materials) of 15/02782/PFUL",,,37,37,,,,20160624,
http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,Sep-34,,Conway Close (Regeneration Site),http://maps.nottinghamcity.gov.uk/insightmapping/#,ETRS89,-1.14747353,52.96354075,0.2825,owned by a public authority,yes,permissioned,full planning permission,full planning permission,Full,16/00656/NFUL3,20160803,http://publicaccess.,,10,"10 bungalows, communal unit and associated works.",,,10,10,,,,20160624,
http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,Sep-36,,"Church Square (Regeneration Site), off Maxwell Close",http://maps.nottinghamcity.gov.uk/insightmapping/#,ETRS89,-1.17144105,52.94896931,0.18727,owned by a public authority,yes,permissioned,full planning permission,full planning permission,Full,17/00044/PFUL3,20170323,http://publicaccess.,,17,Erection of 17 dwellings on site of existing shopping centre and flats,,,17,17,,,,20160624,
http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,Sep-30,,"Queens Chambers, 3 King Street",http://maps.nottinghamcity.gov.uk/insightmapping/#,ETRS89,-1.14979264,52.95388492,0.0363,not owned by a public authority,yes,permissioned,full planning permission,full planning permission,,14/02233/PFUL3,20141112,http://publicaccess.,,7,Conversion of upper floors to 7 self contained apartments,,,7,7,,,,20160624,
http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,Sep-12,,1 Castle Quay,http://maps.nottinghamcity.gov.uk/insightmapping/#,ETRS89,-1.15855779,52.94754851,0.0152,not owned by a public authority,,not permissioned,,less than 10 dwellings without planning permission,,,,,,6,Conversion of offices to 6 dwellings.,,,6,6,,,,20160624,
http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,Sep-25,,277 to 279 Derby Road,http://maps.nottinghamcity.gov.uk/insightmapping/#,ETRS89,-1.17632386,52.95035313,0.02354,not owned by a public authority,,not permissioned,,less than 10 dwellings without planning permission,Full,14/00115/PFUL3,20140724,http://publicaccess.,,5,Conversion of 279 to 5 self-contained flats.,,,5,5,,,,20160624,
http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,9/702,,Sturgeon Avenue - The Spinney,http://maps.nottinghamcity.gov.uk/insightmapping/#,ETRS89,-1.17404217,52.91677775,0.85172,not owned by a public authority,,not permissioned,,Local Plan Allocation,,07/00449/PFUL3,20070622,http://publicaccess.,,40,,,,40,60,,,,20171215,
http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,9/455,,"Clifton Colliery Miners Welfare Trust car park, Ainsworth Drive",http://maps.nottinghamcity.gov.uk/insightmapping/#,ETRS89,-1.15796585,52.93982299,0.15765,not owned by a public authority,,not permissioned,,less than 10 dwellings without planning permission,,13/00768/POUT,20130521,http://publicaccess.,,9,9 dwellings (Outline). Renewal of planning permission reference 07/01253/POUT.,,,9,9,,,,20160624,
http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,9/459,,"Castle Quarter, Maid Marian Way - College Site, ",http://maps.nottinghamcity.gov.uk/insightmapping/#,ETRS89,-1.15179537,52.94961609,1.43798,owned by a public authority,,not permissioned,,Local Plan Allocation,,,,,,50,,Mixed use,,50,100,,,,20171215,
http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,9/346,,"Canal Quarter - Island Site, Manvers Street",http://maps.nottinghamcity.gov.uk/insightmapping/#,ETRS89,-1.13632593,52.94908491,9.76492,not owned by a public authority,,not permissioned,,Local Plan Allocation,,04/01403/POUT,20080401,http://publicaccess.,,500,,,,500,650,,,,20171215,
http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,9/524,,"Canal Quarter - Sheriffs Way/Arkwright Street, Meadows Way",http://maps.nottinghamcity.gov.uk/insightmapping/#,ETRS89,-1.14736772,52.94550795,1.21016,mixed ownership,,not permissioned,,Local Plan Allocation,,08/01176/POUT,20140612,http://publicaccess.,,100,,,,100,150,,,,20171215,
http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,9/254,,Stanton Tip - Hempshill Vale,http://maps.nottinghamcity.gov.uk/insightmapping/#,ETRS89,-1.20679164,52.99260831,42.61854,not owned by a public authority,,not permissioned,,Local Plan Allocation,,,,,,500,,,,500,500,,,,20171215,
http://opendatacommunities.org/id/unitary-authority/nottingham,Nottingham City Council,Sep-10,,Radford Road - Former Basford Gasworks,http://maps.nottinghamcity.gov.uk/insightmapping/#,ETRS89,-1.17530582,52.97681531,3.80943,not owned by a public authority,,not permissioned,,Local Plan Allocation,Variation of Condition,14/00963/PVAR3,20140811,http://publicaccess.,,62,Variation of dwelling types and layout (variation of condition S1 of planning permission reference 12/02756/PFUL3).,Mixed use,,62,62,,,,20171215,
