OrganisationURI,OrganisationLabel,SiteReference,PeviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E171,,"Junction of Adderly Road / Adderly Gardens, Washwood Heath",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.860819,52.489353,0.46,mixed ownership,,not permissioned,,,,,18,,,,18,18,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E172,,"Ludlow Road / Hancock Road, Washwood Heath",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.843641,52.485022,0.29,unknown ownership,,not permissioned,,,,,12,,,,12,12,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E174,,"Rear of 140-150 Yardley Fields Road, Stechford and Yardley North",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.806501,52.480529,0.35,unknown ownership,,not permissioned,,,,,14,,,,14,14,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E175,,"Land Adjoining Canal south of Woodcock Lane North, South Yardley",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.810917,52.448026,1.03,unknown ownership,,not permissioned,,,,,40,,,,40,40,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E185,,"Former Cincinatti Building,  Hanson's Bridge Road, Tyburn",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.797018,52.522816,3.5,unknown ownership,,not permissioned,,,,,175,,,,175,175,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E187,,"Slade Road/Broomfield Road, Stockland Green",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.857726,52.514035,0.14,unknown ownership,,not permissioned,,,,,6,,,,6,6,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E188,,"Slade Road/Victoria Road, Stockland Green",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.857475,52.520005,0.1,unknown ownership,,not permissioned,,,,,5,,,,5,5,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E189,,"275 Marsh Hill, Stockland Green",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.870998,52.524501,0.13,owned by a public authority,,not permissioned,,,,,6,,,,6,6,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E190,,"395 George Road wider site including Brookvale Park, Stockland Green",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.869331,52.523049,1.96,unknown ownership,,not permissioned,,,,,78,,,,78,78,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E198,,"71 Fentham Road, Stockland Green",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.852668,52.519673,0.57,unknown ownership,,not permissioned,,,,,12,,,,12,12,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E200,,"37 & 37 Kingsmere Close and garages, Stockland Green",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.847256,52.515564,0.12,unknown ownership,,not permissioned,,,,,5,,,,5,5,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E205,,"Between Marsh Hill and Dallas Road, Stockland Green",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.860404,52.525508,0.23,unknown ownership,,not permissioned,,,,,6,,,,6,6,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E206,,"Short Heath Road, Stockland Green",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.844606,52.528651,0.24,unknown ownership,,not permissioned,,,,,8,,,,8,8,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E207,,"Rear of 110-116 Summer Road, Stockland Green",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.843936,52.526894,0.57,unknown ownership,,not permissioned,,,,,40,,,,40,40,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E214,,"51 Bordesley Green, Nechells",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.858369,52.475552,0.92,unknown ownership,,not permissioned,,,,,35,,,,35,35,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E223,,"Works adjacent 113 Woodfield Road, Sparkbrook",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.882951,52.459679,0.12,unknown ownership,,not permissioned,,,,,10,,,,10,10,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E225,,"Corner of Stratford Road and Palmerston Road, Sparkbrook",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.871844,52.460063,0.19,unknown ownership,,not permissioned,,,,,9,,,,9,9,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E229,,"Land between 37 and 51 Montgomery Street, Sparkbrook",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.869699,52.465393,0.07,unknown ownership,,not permissioned,,,,,5,,,,5,5,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E236,,"79 Warwick Road, Springfield",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.864626,52.456172,0.15,unknown ownership,,not permissioned,,,,,16,,,,16,16,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E238,,"361Coventry Road, Nechells",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.864397,52.471706,0.11,unknown ownership,,not permissioned,,,,,9,,,,9,9,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E261,,"133 to 141 Reddings Lane, Acocks Green",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.845515,52.450789,0.56,unknown ownership,,not permissioned,,,,,22,,,,22,22,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E262,,"95 Reddings Lane, Acocks Green",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.845609,52.451262,0.25,unknown ownership,,not permissioned,,,,,8,,,,8,8,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E269,,"514 to 522 Green Lane, Bordesley Green",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.844614,52.475628,0.09,unknown ownership,,not permissioned,,,,,5,,,,5,5,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E289,,"Former Highcroft Hospital Site, Highcroft Road, Stockland Green",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.855983,52.521378,0.89,unknown ownership,,not permissioned,,,,,35,,,,35,35,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E290,,"Former Highcroft Hospital Site, Highcroft Road, Stockland Green",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.855812,52.520481,0.84,unknown ownership,,not permissioned,,,,,33,,,,33,33,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E343,,"Adjacent 4 Orphanage Road, Erdington",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.836182,52.526511,0.11,unknown ownership,,not permissioned,,,,,8,,,,8,8,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E355,,"69 and 71 Yardley Road, Acocks Green",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.818589,52.452188,0.07,unknown ownership,,not permissioned,,,,,8,,,,8,8,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E360,,"425 (and land to rear) Yardley road, South Yardley",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.81796,52.460398,0.29,unknown ownership,,not permissioned,,,,,14,,,,14,14,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E416,,"2236 to 2338 Coventry Road, Sheldon",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.773981,52.451712,0.14,unknown ownership,,not permissioned,,,,,6,,,,6,6,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E446,,"551 to 555 Green Lane, Bordesley Green",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.841825,52.475602,0.04,unknown ownership,yes,permissioned,full planning permission,07/10/2013,,,8,"Demolition of existing premises and erection of 5 no. retail units (Class A1) and a restaurant (Class A3) at ground floor and 8 no. apartments above (Class C3), together with provision of car parking and reinstatement of telephone mast.","5 no. retail units (Class A1), car parking and reinstatement of telephone mast.",,8,8,,,2013/04231/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E453,,"1-4 Willersey Road, Springfield",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.857928,52.431425,0.13,unknown ownership,,not permissioned,,,,,5,,,,5,5,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E459,,"Rear of Custard House Public House Blake Place, Bordesley Green",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.84168,52.477341,0.16,unknown ownership,,not permissioned,,,,,7,,,,7,7,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E483,,"Denso Site, Shaftmoor Lane, Springfield",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.840814,52.443927,3.54,unknown ownership,,not permissioned,,,,,124,,,,124,124,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E493,,"Land at Cherrywood Road, Bordesley Green, Nechells",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.852452,52.482172,1.61,unknown ownership,,not permissioned,,,,,66,,,,66,66,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E494,,"Humpage Road/Cherrywood Road, Bordesley Green, Nechells",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.852021,52.478551,2.65,unknown ownership,,not permissioned,,,,,106,,,,106,106,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E495,,"Montgomery Street/South Road, Sparkbrook",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.869058,52.466184,4.65,mixed ownership,,not permissioned,,,,,240,,,,240,240,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E496,,"Stratford Road, Sparkbrook",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.873169,52.460467,0.12,unknown ownership,,not permissioned,,,,,5,,,,5,5,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E499,,"Riverside Drive, Stechford and Yardley North",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.816015,52.486096,0.23,unknown ownership,,not permissioned,,,,,9,,,,9,9,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E512,,"Cherrywood Road, Nechells",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.851394,52.482882,0.23,unknown ownership,,not permissioned,,,,,9,,,,9,9,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E519,,"Former Dairy Site, Park Lane, Minworth, Tyburn",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.775927,52.522896,0.48,unknown ownership,,not permissioned,,,,,19,,,,19,19,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E520,,"Warwick Road, Acocks Green",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.812252,52.443898,0.78,unknown ownership,,permissioned,outline planning permission,31/01/2017,,,48,Outline planning application for the erection of up to 48 residential units (with means of access to be determined and all other matters reserved),,,48,48,,,2016/07099/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E553,,"5 Machin Road and 83 Summer Road, Erdington",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.842838,52.524722,0.07,unknown ownership,,not permissioned,,,,,11,,,,11,11,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E557,,"1 to 41 Sutton Road, Erdington",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.835793,52.527676,0.24,unknown ownership,,not permissioned,,,,,15,,,,15,15,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E567,,"Former Lucas Works, Shaftmoor Lane, Springfield",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.839743,52.444138,3.24,mixed ownership,,not permissioned,,,,,120,,,,120,120,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E568,,"Between 9 and 25 Weston Lane, Springfield",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.848155,52.450224,0.16,unknown ownership,,not permissioned,,,,,6,,,,6,6,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E577,,"31 Shirestone Road, Shard End",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.765625,52.479089,0.24,unknown ownership,,not permissioned,,,,,8,,,,8,8,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E584,,"Holbrook Tower, Bromford Drive, Hodge Hill",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.817149,52.505519,0.68,owned by a public authority,yes,not permissioned,,,,,-89,,,,-89,-89,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E586,,"Unit 1 Stuart Court Gravelly Lane, Erdington",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.841794,52.528513,0.02,unknown ownership,yes,permissioned,full planning permission,24/06/2013,,,6,Change of use from offices (use class B1) to 7 apartments (use class C3),,,6,6,,,2013/02334/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E592,,"International School Annexe, Sheldon Hall Avenue, Shard End",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.768642,52.482395,1.22,unknown ownership,yes,permissioned,full planning permission,23/03/2017,,,64,Demolition of existing buildings and erection of 64 dwellings with associated infrastructure works,,,64,64,,,2016/07628/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E593,,"Former D&A Site, Coventry Road, South Yardley",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.823273,52.461198,0.4,unknown ownership,yes,permissioned,outline planning permission,04/09/2015,,,21,Hybrid planning application for construction of food store (A1) (Full) and erection  of up to 21 dwellings (outline),Food store (A1),,21,21,,,2015/04386/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E594,,"Hallmoor School, Hallmoor Road, Shard End",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.783674,52.482082,1.19,mixed ownership,,not permissioned,,,,,48,,,,48,48,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E595,,"Ward End Park Road, Washwood Heath",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.842615,52.493637,0.46,unknown ownership,,not permissioned,,,,,16,,,,16,16,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E629,,"154 Manor Road, Stechford, Stechford and Yardley North",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.801591,52.483647,0.04,unknown ownership,yes,permissioned,full planning permission,30/09/2013,,,7,"Erection of 2 storey side extension and installation of a rear dormer window and change of use of the whole of the premises to form 8 one bedroom flats, together with associated car parking and amenity area.",,,7,7,,,2013/05841/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E642,,"184-186 Albert Road, Stechford, Stechford and Yardley North",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.813612,52.480171,0.11,unknown ownership,yes,permissioned,full planning permission,21/05/2014,,,7,Erection of first and second floor extensions above/to the rear of 184-186 Albert Road to create 8 additional flats with associated private amenity area and parking.,Change of use of ground floor at 186 Albert Road from vehicle repair garage (Class B2) to car showroom (Class Sui Generis),,7,7,,,2014/00688/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E661,,"39 Wood End Lane, Stockland Green",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.84493,52.520608,0.17,unknown ownership,,permissioned,outline planning permission,24/12/2013,,,19,Outline application for demolition of existing industrial unit and erection of 9 x 1 bed and 5 x 2 bed apartments,,,19,19,,,2013/07389/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E675,,"Rookery House, Erdington, Erdington",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.834661,52.517492,0.19,owned by a public authority,,Pending Decision,,,,,15,,,,15,15,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E679,,"2308 Coventry Road, Sheldon",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.776063,52.451727,0.26,unknown ownership,yes,permissioned,other,08/09/2014,,,42,Prior Approval for change of use from offices (Use Class B1[a]) to 42 residential flats(Use Class C3),,,42,42,,,2014/05042/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E709,,"Former Service Station, Alum Rock Road, Washwood Heath",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.845624,52.488082,0.07,unknown ownership,yes,permissioned,full planning permission,09/06/2015,,,6,Demolition of existing buildings and erection of three-storey detached building to provide 5no. retail shops (Use Class A1) and 6no. two-bed self-contained flats (Use Class C3) with associated works,5no. retail shops (Use Class A1),,6,6,,,2015/02573/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E724,,"Lancaster House & College Court, College Road, Springfield",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.856712,52.443095,0.18,unknown ownership,yes,permissioned,other,04/07/2014,,,10,Prior Approval for change of use from offices (Use Class B1[a]) to  residential apartments (Use Class C3),,,10,10,,,2014/03344/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E737,,"3 Botteville Road, Acocks Green",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.823692,52.443974,0.11,unknown ownership,yes,permissioned,other,17/01/2017,,,22,Prior Approval for change of use from offices (Use Class B1[a]) to 22no. residential apartments (Use Class C3),,,22,22,,,2016/09926/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E749,,"227 Church Road, Stechford and Yardley North",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.808837,52.468288,0.27,unknown ownership,yes,permissioned,outline planning permission,21/08/2015,,,9,Outline planning application for demolition of existing buildings and erection of 9 dwelling houses,,,9,9,,,2014/08273/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E763,,"50 Broadstone Road, Stechford and Yardley North",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.79365,52.476407,0.31,unknown ownership,yes,permissioned,outline planning permission,06/09/2016,,,9,Demolition of existing buildings and outline planning application for up to 9 dwellings with all matters reserved,,,9,9,,,2016/05854/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E765,,"325-329 Tyburn Road, Tyburn",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.842688,52.508243,0.2,unknown ownership,yes,permissioned,other,15/06/2016,,,28,Prior Approval for change of use from offices (Use Class B1[a] to residential (Use Class C3),,,28,28,,,2016/03352/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E769,,"Greencote House, Sparkbrook",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.872993,52.460047,0.3,unknown ownership,yes,permissioned,other,01/06/2016,,,40,Prior Approval for change of use from offices (Use Class B1[a]) to 40 residential apartments (Use Class C3),,,40,40,,,2016/02739/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E770,,"50 to 52A Edgbaston Road, Sparkbrook",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.891863,52.454198,0.11,unknown ownership,yes,permissioned,reserved matters approval,14/09/2016,,,5,"Reserved matters application following outline consent 2013/07293/PA to consider access, appearance, landscaping for 5 no. three storey residential dwellings",,,5,5,,,2016/05550/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E774,,"530 Coventry Road, Bordesley Green",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.856257,52.469113,0.02,unknown ownership,yes,permissioned,full planning permission,27/07/2016,,,5,Erection of first and second floor extension to create 6 no. one bedroom flats and provision of external staircase to rear,,,5,5,,,2016/04113/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E785,,"20 The Gardens, Stockland Green",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.850282,52.522498,0.28,unknown ownership,yes,permissioned,full planning permission,14/12/2016,,,1,Change of use from offices (Use Class B1) to residential (Use Class C3).,,,1,1,,,2016/08300/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E786,,"Mylen House, 11 Wagon Lane, Sheldon",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.793825,52.455323,0.03,unknown ownership,yes,permissioned,other,06/01/2017,,,8,Prior Approval for change of use from offices (Use Class B1[a]) to 8 no. residential flats (Use Class C3),,,8,8,,,2016/09496/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E787,,"Elite House, 95 Stockfield Road, South Yardley",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.828528,52.454757,0.25,unknown ownership,yes,permissioned,other,09/11/2016,,,20,Prior Approval for change of use from offices (Use Class B1[a]) to residential (Use Class C3),,,20,20,,,2016/07947/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E790,,"574 College Road, Kingstanding",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.871523,52.539476,0.39,unknown ownership,yes,permissioned,full planning permission,02/03/2017,,,28,"Erection of residential development of 28 self-contained units providing supported living with associated landscaping, amenity area and parking (Sui Generis).",,,28,28,,,2016/09988/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E793,,"Land rear of 317 to 331 Fox Hollies Road, Acocks Green",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.834533,52.442505,0.07,unknown ownership,yes,permissioned,full planning permission,05/01/2017,,,6,Erection of detached residential building to form 6 flats to rear and associated access and parking.,,,6,6,,,2016/08630/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,E808,,"Greenwood Academy, Farnborough Road, Castle Vale, Birmingham, B35 7NL, Tyburn",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.782176,52.519921,2.89,owned by a public authority,,not permissioned,,,,,120,,,,120,120,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N2,,"38 Heath Street South and adjacent site, Ladywood",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.93158,52.485993,1.02,mixed ownership,,not permissioned,,,,,50,,,,50,50,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N4,,"IPL Site, Ladywood",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.926622,52.481488,3,mixed ownership,,not permissioned,,,,,150,,,,150,150,,,,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N9,,"Wellington Road, Aston, Lozells and East Handsworth",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.90972,52.517649,0.47,mixed ownership,yes,permissioned,outline planning permission,11/05/2017,,,14,Outline planning permission for demolition of existing building and erection of 14 no. houses and creation of new access road and associated parking,,,14,14,,,2016/08038/PA,19/12/2017,19/12/2017
http://opendatacommunities.org/id/metropolitan-district-council/birmingham,Birmingham City Council,N17,,"Between Prestbury Road and Ettington Road, Aston",https://localview.birmingham.gov.uk/Planning/Sites/SHLAA/,WGS84,-1.89308,52.505202,0.31,unknown ownership,,not permissioned,,,,,18,,,,18,18,,,,19/12/2017,19/12/2017
