OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate,Easting,Northing,Location,Well Known Text Geometry
http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR058,,16 Rochester Mews London NW1 9JB,https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,WGS84,-0.137136,51.543732,0.03,unkown ownership,Yes,permissioned,full planning permission,30/03/2015,http://planningrecords.camden.gov.uk/Northgate/PlanningExplorer17/Generic/StdResults.aspx?PT=Planning%20Applications%20On-Line&SC=Application%20Number%20is%202014/5510/P%20and%20Date%20Validated%20is%20between%2001%20January%201927%20and%2031%20December%202017&FT=Planning%20Application%20Search%20Results&XMLSIDE=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/Menus/PL.xml&XSLTemplate=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/xslt/PL/PLResults.xslt&PS=10&XMLLoc=/Northgate/PlanningExplorer17/generic/XMLtemp/xtcpr1jw2rbnjc55fab2yvay/60558fa2-854a-4144-9e82-01ae01244fa8.xml,,5,Demolition of existing Class B1/B8 unit and erection of a 4 storey building containing replacement business space (Class B1/B8) on ground floor and five self-contained flats (Class C3) plus balconies on 1st-3rd floors.,,,,,,,,22/12/2017,22/12/2017,529276.21,184403.44,"(51.543732, -0.137136)","POLYGON ((529286.697 184400.545,529290.597 184397.346,529284.949 184390.498,529281.099 184393.647,529279.961 184394.587,529262.646 184408.793,529261.846 184409.453,529267.503 184416.401,529286.697 184400.545))"
http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR031,,10 Gate Street London WC2,https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,WGS84,-0.119016,51.517275,0.01,unkown ownership,Yes,permissioned,full planning permission,15/09/2014,http://planningrecords.camden.gov.uk/Northgate/PlanningExplorer17/Generic/StdResults.aspx?PT=Planning%20Applications%20On-Line&SC=Application%20Number%20is%202013/4980/P%20and%20Date%20Validated%20is%20between%2001%20January%201927%20and%2031%20December%202017&FT=Planning%20Application%20Search%20Results&XMLSIDE=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/Menus/PL.xml&XSLTemplate=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/xslt/PL/PLResults.xslt&PS=10&XMLLoc=/Northgate/PlanningExplorer17/generic/XMLtemp/xtcpr1jw2rbnjc55fab2yvay/1f0ad4c6-98a4-41d5-b5bf-38d1f68e3d95.xml,,4,The erection of a seven storey rear extension on Little Turnstile and mansard roof extension in association with change of use of office (B1a) and restaurant (A3) to residential 2 x 1 bedroom unit and 2 x 2 bedroom unit (C3) and flexible A1/A3 use at low,,,,,,,,22/12/2017,22/12/2017,530608.33,181493.55,"(51.517275, -0.119016)","POLYGON ((530604.283 181487.725,530604.233 181490.475,530604.333 181491.325,530604.483 181492.125,530604.683 181492.775,530604.983 181493.375,530607.333 181499.125,530609.083 181503.825,530610.133 181503.425,530609.133 181500.625,530609.783 181499.125,530610.783 181495.975,530610.983 181495.325,530613.033 181489.275,530604.283 181487.725))"
http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR063,,"Land bounded by Grafton Terrace, Maitland Park Villas and Maitland Park, containing Existing TRA Hall and Garages; and Land adjacent to Maitland Park Villas containing existing Aspen House, gymnasium and garages",https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,WGS84,-0.156577,51.54895,0.97,unkown ownership,Yes,permissioned,full planning permission,31/03/2015,http://planningrecords.camden.gov.uk/Northgate/PlanningExplorer17/Generic/StdResults.aspx?PT=Planning%20Applications%20On-Line&SC=Application%20Number%20is%202014/5840/P%20and%20Date%20Validated%20is%20between%2001%20January%201927%20and%2031%20December%202017&FT=Planning%20Application%20Search%20Results&XMLSIDE=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/Menus/PL.xml&XSLTemplate=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/xslt/PL/PLResults.xslt&PS=10&XMLLoc=/Northgate/PlanningExplorer17/generic/XMLtemp/xtcpr1jw2rbnjc55fab2yvay/1782edb0-bc78-4a03-9af1-2d99cf47dd7c.xml,,70,"Provision of 112 residential units and replacement Tenants and Residents Association hall across two sites with associated multi-use games area, landscape and associated works, following demolition of Aspen House, gymnasium and garages at Maitland Park Villas and TRA Hall and garages on Grafton Terrace.",,,,,,,,22/12/2017,22/12/2017,527913.53,184949.6,"(51.54895, -0.156577)","POLYGON ((527826.2 184937.052,527842.896 184939.651,527848.297 184940.501,527855.651 184941.7,527866.304 184943.4,527873.7 184944.599,527885.301 184946.399,527904 184949.298,527913.037 184950.458,527913.004 184960.105,527913.449 184969.452,527913.548 184971.002,527914.793 184996.025,527914.801 184996.155,527914.983 184999.604,527914.999 185000.004,527915.197 185003.403,527915.651 185012.65,527915.799 185014.749,527915.898 185015.499,527916.046 185016.049,527916.401 185016.499,527916.904 185016.849,527917.547 185016.999,527918.149 185017.199,527926.048 185018.748,527933.196 185020.048,527936.684 185020.788,527966.869 185027.036,527979.401 185029.295,527982.699 185013.4,527984.703 185001.803,527985 185000.004,527986.096 184994.955,527986.451 184993.096,527986.954 184990.746,527991.753 184968.153,527985.997 184966.203,527988.38 184951.108,527984.101 184950.128,527983.433 184953.297,527982.798 184956.496,527978.404 184978.2,527973.902 185000.004,527972.542 185006.732,527971.503 185011.9,527969.903 185011.55,527969.953 185011.15,527962.45 185009.501,527952.3 185007.601,527953.504 185002.253,527953.949 185000.004,527954.501 184997.204,527955.746 184991.096,527965.698 184993.195,527966.102 184991.096,527956.398 184988.897,527956.2 184988.797,527957.197 184983.848,527958.253 184978.8,527959.201 184974.101,527960.199 184969.102,527961.196 184964.204,527962.103 184959.545,527963.249 184954.147,527963.752 184951.597,527963.851 184951.198,527964.247 184950.498,527964.552 184950.148,527964.75 184949.998,527964.898 184949.898,527965.302 184949.748,527974.001 184948.648,527984.101 184947.828,527984.398 184944.999,527984.802 184943.2,527976.747 184940.601,527980.399 184933.852,527982.782 184928.904,527985.997 184920.046,527987.152 184914.478,527972.805 184910.939,527970.447 184915.898,527968.147 184919.497,527965.302 184923.745,527961.996 184928.204,527959.003 184932.303,527957.799 184934.262,527956.752 184936.452,527956.051 184938.151,527955.301 184940.251,527955.103 184941.25,527954.699 184943,527954.501 184944.499,527953.949 184949.548,527943.354 184951.947,527939.248 184952.947,527934.499 184953.397,527934.35 184950.498,527924.151 184951.198,527923.698 184943.5,527925.503 184943.35,527924.704 184934.052,527923.013 184914.628,527926.147 184906.13,527917.3 184901.202,527904.701 184899.202,527884.501 184896.103,527878.152 184895.304,527848.75 184890.655,527847.703 184890.505,527847.208 184890.425,527829.754 184887.896,527826.2 184937.052))"
http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR052,,22 Tower Street London WC2H 9NS,https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,WGS84,-0.127665,51.513385,0.08,unkown ownership,Yes,permissioned,full planning permission,26/11/2014,http://planningrecords.camden.gov.uk/Northgate/PlanningExplorer17/Generic/StdResults.aspx?PT=Planning%20Applications%20On-Line&SC=Application%20Number%20is%202014/3425/P%20and%20Date%20Validated%20is%20between%2001%20January%201927%20and%2031%20December%202017&FT=Planning%20Application%20Search%20Results&XMLSIDE=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/Menus/PL.xml&XSLTemplate=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/xslt/PL/PLResults.xslt&PS=10&XMLLoc=/Northgate/PlanningExplorer17/generic/XMLtemp/xtcpr1jw2rbnjc55fab2yvay/3f0bdc74-ce70-4277-9449-b018506536fb.xml,,22,"Change of use and conversion from offices (B1) to 22 residential units (C3) comprising 3 x studio units, 12 x one-bed units, 5 x  two-bed units and 2 x three-bed unit including removal of exiting orangery and replacement with new two storey structure.",,,,,,,,22/12/2017,22/12/2017,530019.3,181045.59,"(51.513385, -0.127665)","POLYGON ((530036.338 181055.843,530031.844 181041.357,530031.531 181040.357,530026.733 181024.871,530026.51 181024.162,530025.619 181023.562,530019.798 181028.68,530000.002 181048.255,529997.446 181050.704,530000.002 181053.203,530001.297 181054.603,530001.898 181055.353,530005.65 181056.152,530010.951 181057.352,530015.404 181057.402,530018.248 181057.412,530018.9 181061.401,530020.252 181061.801,530022.346 181062.451,530021.95 181059.951,530021.447 181060.051,530021.151 181058.302,530021.002 181057.252,530022.8 181057.002,530023.632 181056.872,530025.652 181056.552,530025.9 181058.102,530026.098 181058.152,530030.55 181059.402,530032.949 181060.151,530033.898 181057.002,530034.046 181056.502,530036.338 181055.843))"
http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR071,,140-146 Camden Street London NW1 9PF,https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,WGS84,-0.140104,51.541325,0.17,unkown ownership,Yes,permissioned,full planning permission,11/05/2016,http://planningrecords.camden.gov.uk/Northgate/PlanningExplorer17/Generic/StdResults.aspx?PT=Planning%20Applications%20On-Line&SC=Application%20Number%20is%202014/7908/P%20and%20Date%20Validated%20is%20between%2001%20January%201927%20and%2031%20December%202017&FT=Planning%20Application%20Search%20Results&XMLSIDE=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/Menus/PL.xml&XSLTemplate=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/xslt/PL/PLResults.xslt&PS=10&XMLLoc=/Northgate/PlanningExplorer17/generic/XMLtemp/xtcpr1jw2rbnjc55fab2yvay/77c56d67-3481-4c62-972e-607088e99501.xml,,52,"Demolition of existing buildings, excavation of extension to existing single storey basement and erection of 1 - 8 storey building comprising 2,026sqm of commercial floorspace (flexible B1 use class) and 52 residential units (4 x studio, 19 x 1-bed, 18 x 2-bed and 11 x 3-bed C3 use class) with associated landscaping.",,,,,,,,22/12/2017,22/12/2017,529077.2,184130.54,"(51.541325, -0.140104)","POLYGON ((529053.708 184142.724,529056.089 184144.047,529081.622 184158.335,529084.268 184155.821,529103.45 184120.498,529072.096 184102.242,529052.914 184135.845,529054.104 184140.343,529053.708 184142.724))"
http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR035,,Utopia Village 7 Chalcot Road London NW1 8LF,https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,WGS84,-0.152614,51.540315,0.35,unkown ownership,Yes,permissioned,other,20/03/2015,http://planningrecords.camden.gov.uk/Northgate/PlanningExplorer17/Generic/StdResults.aspx?PT=Planning%20Applications%20On-Line&SC=Application%20Number%20is%202013/6589/P%20and%20Date%20Validated%20is%20between%2001%20January%201927%20and%2031%20December%202017&FT=Planning%20Application%20Search%20Results&XMLSIDE=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/Menus/PL.xml&XSLTemplate=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/xslt/PL/PLResults.xslt&PS=10&XMLLoc=/Northgate/PlanningExplorer17/generic/XMLtemp/xtcpr1jw2rbnjc55fab2yvay/c97778d1-ddd0-42b3-a1cb-6628fc20c648.xml,,53,Change of use from offices (Class B1a) to 53 residential units (Class C3).,,,,,,,,22/12/2017,22/12/2017,528212.57,183996.28,"(51.540315, -0.152614)","POLYGON ((528176.07 184050.542,528203.917 184031.822,528202.33 184029.507,528205.042 184027.523,528205.439 184028.25,528254.453 183995.573,528223.231 183947.418,528205.769 183959.324,528196.243 183945.036,528193.068 183946.888,528202.594 183961.441,528191.216 183968.585,528211.788 184000.204,528197.898 184009.795,528198.625 184010.721,528181.824 184021.834,528164.692 184033.079,528176.07 184050.542))"
http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR074,,9-13 Grape Street London WC2H 8ED,https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,WGS84,-0.125622,51.5164,0.03,unkown ownership,Yes,permissioned,full planning permission,31/03/2015,http://planningrecords.camden.gov.uk/Northgate/PlanningExplorer17/Generic/StdResults.aspx?PT=Planning%20Applications%20On-Line&SC=Application%20Number%20is%202015/0695/P%20and%20Date%20Validated%20is%20between%2001%20January%201927%20and%2031%20December%202017&FT=Planning%20Application%20Search%20Results&XMLSIDE=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/Menus/PL.xml&XSLTemplate=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/xslt/PL/PLResults.xslt&PS=10&XMLLoc=/Northgate/PlanningExplorer17/generic/XMLtemp/xtcpr1jw2rbnjc55fab2yvay/6b217df0-2d0b-4a66-b135-92ca43b445d2.xml,,6,"Erection of roof extension and change of use from office and photographic studios (Class B1), gymnasium (Class D2) and gallery (Class D1) to Class B1 at basement level and Class B1/A1 at ground floor level with 6 x residential units on part ground and upper floors (Class C3) and associated works.",,,,,,,,22/12/2017,22/12/2017,530152.46,181384.5,"(51.5164, -0.125622)","POLYGON ((530146.954 181396.095,530146.5 181396.905,530141.85 181394.096,530150.953 181378.9,530155.553 181371.302,530163.147 181375.201,530159.148 181381.649,530158.101 181383.399,530149.304 181397.505,530149.304 181397.505,530146.954 181396.095))"
http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR039,,9-12 New College Parade Finchley Road London NW3 5EX,https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,WGS84,-0.176882,51.545394,0.05,unkown ownership,Yes,permissioned,full planning permission,30/01/2015,http://planningrecords.camden.gov.uk/Northgate/PlanningExplorer17/Generic/StdResults.aspx?PT=Planning%20Applications%20On-Line&SC=Application%20Number%20is%202013/8191/P%20and%20Date%20Validated%20is%20between%2001%20January%201927%20and%2031%20December%202017&FT=Planning%20Application%20Search%20Results&XMLSIDE=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/Menus/PL.xml&XSLTemplate=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/xslt/PL/PLResults.xslt&PS=10&XMLLoc=/Northgate/PlanningExplorer17/generic/XMLtemp/xtcpr1jw2rbnjc55fab2yvay/fcffc6ae-dd29-4e97-aa10-00b9b6297cfd.xml,,9,"Erection of 5 storey mixed use building with basement  floor to provide commercial uses (Classes A1/A3) at ground and basement floor levels and provision of 9 residential units on upper floors (4 x 1, 4 x 2, 1 x 3 bed) including communal garden at 1st floor level and rear terraces at 1st-4th floor levels, following the demolition of existing two storey commercial building.",,,,,,,,22/12/2017,22/12/2017,526515.65,184518.87,"(51.545394, -0.176882)","POLYGON ((526520.347 184505.145,526525.748 184514.503,526527.199 184517.052,526529.903 184521.75,526512.3 184532.447,526509.051 184528.099,526508.746 184527.699,526507.303 184525.749,526505.704 184523.65,526500.551 184516.752,526510.503 184510.804,526515.499 184507.854,526520.347 184505.145))"
http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR016,,12-42 Southampton Row & 1-4 Red Lion Square (former Central St Martin College),https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,WGS84,-0.120186,51.518832,0.47,not owned by a public authority,,not permissioned,,,Site allocation in Camden Site Allocations Plan 2013 https://www.camden.gov.uk/ccm/content/environment/planning-and-built-environment/two/planning-policy/local-development-framework/site-allocations-development-plan/,,35,"Mixed used development suitable to a Central London location including uses such as offices, hotel, other commercial uses ,self-contained (C3) housing and community use. Development will be expected to:• Retain the Listed Building and ensure that its fabric and setting are protected and enhanced• Ensure that the new development preserves or enhances the character or appearance of the Kingsway Conservation Area and that the character and appearance of nearby Bloomsbury Conservation Area is not harmed.• Ensure any new buildings are designed to respond to the site’s varied context and range of interfaces, including listed buildings and the London Square to the East• Provide active frontages to surrounding streets where possible• Contribute towards improvements to road conditions and pedestrian and cyclist safety around the site• Improve the public realm in the vicinity of the site and pedestrian permeability and links to Red Lion Square• Provide or contribute towards the provision of new or expanded open space• Ensure that any redevelopment will not impact on the construction of Crossrail• Provide infrastructure for supporting local energy generation on site and/or connections to existing or future networks where feasible.","Mixed used development suitable to a Central London location including uses such as offices, hotel, other commercial uses ,self-contained (C3) housing and community use.",,,,,,,22/12/2017,22/12/2017,530522.68,181664.68,"(51.518832, -0.120186)","POLYGON ((530550.413 181643.943,530548.821 181642.363,530548.557 181642.093,530548.03 181642.883,530546.974 181640.504,530535.604 181630.196,530534.804 181629.667,530534.013 181628.867,530530.311 181625.168,530527.664 181622.788,530523.962 181619.349,530521.579 181616.18,530521.579 181616.97,530505.979 181611.941,530486.142 181675.415,530504.125 181686.262,530502.542 181697.639,530502.542 181698.689,530519.205 181715.094,530520.261 181715.884,530521.58 181716.674,530522.644 181716.944,530523.435 181717.474,530524.491 181717.734,530525.554 181718.004,530526.61 181718.004,530527.665 181717.734,530528.992 181717.474,530529.784 181716.944,530531.103 181715.884,530532.431 181714.824,530533.486 181714.035,530534.277 181712.975,530534.541 181712.715,530535.069 181711.655,530535.605 181710.596,530545.383 181690.491,530556.762 181666.957,530562.574 181654.79,530550.413 181643.943))"
http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR093,,152-156 Kentish Town Road London NW1 9QB,https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,WGS84,-0.141343,51.546582,0.10,unkown ownership,Yes,permissioned,full planning permission,21/11/2016,http://planningrecords.camden.gov.uk/Northgate/PlanningExplorer17/Generic/StdResults.aspx?PT=Planning%20Applications%20On-Line&SC=Application%20Number%20is%202016/1372/P%20and%20Date%20Validated%20is%20between%2001%20January%201927%20and%2031%20December%202017&FT=Planning%20Application%20Search%20Results&XMLSIDE=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/Menus/PL.xml&XSLTemplate=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/xslt/PL/PLResults.xslt&PS=10&XMLLoc=/Northgate/PlanningExplorer17/generic/XMLtemp/xtcpr1jw2rbnjc55fab2yvay/dffb0710-2f29-4c3d-83c9-ac5274c91db2.xml,,8,Replacement of existing building with a four storey (plus basement) mixed use building comprising retail (A1 Use Class) at ground and basement level and office space (B1 Use Class) and Dental Practice (D1 Use Class at first floor level) with 8 residential units (5x2bed and 3x3bed) on upper floors.,,,,,,,,22/12/2017,22/12/2017,528976.42,184712.98,"(51.546582, -0.141343)","POLYGON ((528959.128 184699.152,528959.062 184702.857,528959.128 184707.619,528960.584 184724.685,528963.163 184724.553,528963.428 184728.059,528993.26 184727.199,528992.863 184719.989,528992.731 184698.359,528959.128 184699.152))"
http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR030,,41 Fortess Road London NW5 1AD,https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,WGS84,-0.140938,51.553787,0.03,unkown ownership,Yes,permissioned,full planning permission,31/03/2015,http://planningrecords.camden.gov.uk/Northgate/PlanningExplorer17/Generic/StdResults.aspx?PT=Planning%20Applications%20On-Line&SC=Application%20Number%20is%202013/3877/P%20and%20Date%20Validated%20is%20between%2001%20January%201927%20and%2031%20December%202017&FT=Planning%20Application%20Search%20Results&XMLSIDE=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/Menus/PL.xml&XSLTemplate=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/xslt/PL/PLResults.xslt&PS=10&XMLLoc=/Northgate/PlanningExplorer17/generic/XMLtemp/xtcpr1jw2rbnjc55fab2yvay/2566f89c-d1d2-40c4-8698-b4fcd767fb87.xml,,6,"Reconfiguration and extension of existing building retaining existing gabled facade (currently arranged as 3 self contained flats) to provide 2 x studios, 3 x 1-bed, 3 x 2-bed and 1 x 3-bed self-contained flats; following demolition of the existing 3-storey rear extension and replacement with a 5 storey extension including new basement. (Class C3).",,,,,,,,22/12/2017,22/12/2017,528984.15,185514.92,"(51.553787, -0.140938)","POLYGON ((528975.446 185522.204,528976.947 185521.804,528988.704 185518.445,528991.103 185517.745,528994.451 185516.796,528996.1 185516.346,528993.8 185508.048,528992.299 185508.498,528992.2 185508.048,528982.504 185510.597,528971.851 185513.397,528975.446 185522.204))"
http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR095,,58 West End Lane London NW6 2NE,https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,WGS84,-0.192256,51.543656,0.07,unkown ownership,Yes,permissioned,full planning permission,17/01/2017,http://planningrecords.camden.gov.uk/Northgate/PlanningExplorer17/Generic/StdResults.aspx?PT=Planning%20Applications%20On-Line&SC=Application%20Number%20is%202016/4441/P%20and%20Date%20Validated%20is%20between%2001%20January%201927%20and%2031%20December%202017&FT=Planning%20Application%20Search%20Results&XMLSIDE=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/Menus/PL.xml&XSLTemplate=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/xslt/PL/PLResults.xslt&PS=10&XMLLoc=/Northgate/PlanningExplorer17/generic/XMLtemp/xtcpr1jw2rbnjc55fab2yvay/89fd1224-af62-43f3-9423-c26276121936.xml,,14,"Erection of 2 storey rear extension; erection of 2 x dormer windows to rear roofslope; 3 x rooflights to front roofslope; and conversion of existing 16 x studio flats into 5 x 2 bedroom flats, 1 x 1 bedroom flat and 8 x studio flats.",,,,,,,,22/12/2017,22/12/2017,525454.44,184299.15,"(51.543656, -0.192256)","POLYGON ((525475.451 184291.446,525448.052 184291.496,525441.052 184291.496,525432.898 184291.496,525432.997 184291.946,525433.401 184294.246,525433.698 184296.605,525433.846 184298.954,525433.904 184300.604,525433.797 184303.953,525433.549 184307.302,525442.297 184307.152,525444.903 184307.102,525445.603 184307.002,525449.85 184306.902,525452.397 184306.802,525458.301 184306.752,525466.101 184306.552,525475.747 184306.302,525475.747 184300.004,525475.451 184291.446))"
http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR053,,Shirley House 25-27 Camden Road London NW1 9LN,https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,WGS84,-0.139736,51.540912,0.18,unkown ownership,Yes,permissioned,other,13/08/2014,http://planningrecords.camden.gov.uk/Northgate/PlanningExplorer17/Generic/StdResults.aspx?PT=Planning%20Applications%20On-Line&SC=Application%20Number%20is%202014/3773/P%20and%20Date%20Validated%20is%20between%2001%20January%201927%20and%2031%20December%202017&FT=Planning%20Application%20Search%20Results&XMLSIDE=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/Menus/PL.xml&XSLTemplate=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/xslt/PL/PLResults.xslt&PS=10&XMLLoc=/Northgate/PlanningExplorer17/generic/XMLtemp/xtcpr1jw2rbnjc55fab2yvay/8ce7ad34-1660-4e8f-8fa4-bc06ddadca6c.xml,,53,"Change of use from office use (Class B1) at ground to 6th floor levels to residential use (Class C3) to provide 54 units (22 x 1, 32 x 2 bed), including use of 26 off-street car parking spaces for residential use at basement level.",,,,,,,,22/12/2017,22/12/2017,529103.89,184085.28,"(51.540912, -0.139736)","POLYGON ((529136.021 184094.542,529105.328 184055.779,529100.698 184056.176,529097.258 184058.689,529090.115 184067.685,529072.255 184102.479,529082.706 184108.3,529088.924 184098.378,529093.951 184098.246,529109.827 184104.199,529117.764 184103.405,529120.675 184106.58,529135.756 184095.071,529136.021 184094.542))"
http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR059,,Land at Midland Crescent Finchley Road London NW3 6NA,https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,WGS84,-0.182091,51.548729,0.16,unkown ownership,Yes,permissioned,full planning permission,25/03/2015,http://planningrecords.camden.gov.uk/Northgate/PlanningExplorer17/Generic/StdResults.aspx?PT=Planning%20Applications%20On-Line&SC=Application%20Number%20is%202014/5527/P%20and%20Date%20Validated%20is%20between%2001%20January%201927%20and%2031%20December%202017&FT=Planning%20Application%20Search%20Results&XMLSIDE=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/Menus/PL.xml&XSLTemplate=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/xslt/PL/PLResults.xslt&PS=10&XMLLoc=/Northgate/PlanningExplorer17/generic/XMLtemp/xtcpr1jw2rbnjc55fab2yvay/75d475f4-fc19-4412-9d80-ddaca9250425.xml,,9,"Redevelopment of the site by the erection of a part 3, part 4 and part 5 storey building with a double level basement comprising flexible commercial space (Use Classes A1/A2/A3/A4/B1/D1 & D2) at lower basement and ground floor levels, 60 student bedrooms with communal kitchen, lounge and common room areas, and 9 residential dwellings (Class C3).",,,,,,,,22/12/2017,22/12/2017,526145.22,184880.7,"(51.548729, -0.182091)","POLYGON ((526169 184896.013,526169.594 184892.684,526165.826 184891.485,526163.987 184893.664,526163.287 184894.764,526132.252 184885.346,526121.352 184880.698,526081.801 184870.001,526079.797 184868.151,526080.597 184865.402,526082.304 184864.702,526104.351 184865.102,526128.896 184869.901,526172.15 184878.148,526194.799 184880.948,526186.2 184901.802,526186.2 184901.802,526169 184896.013))"
http://opendatacommunities.org/id/london-borough-council/camden,London Borough of Camden,LBCBLR084,,113 Regents Park Road London NW1 8UR,https://opendata.camden.gov.uk/Environment/Camden-Brownfield-Register-Polygons/wi65-z696/data,WGS84,-0.155863,51.542526,0.04,unkown ownership,Yes,permissioned,other,14/07/2015,http://planningrecords.camden.gov.uk/Northgate/PlanningExplorer17/Generic/StdResults.aspx?PT=Planning%20Applications%20On-Line&SC=Application%20Number%20is%202015/2727/P%20and%20Date%20Validated%20is%20between%2001%20January%201927%20and%2031%20December%202017&FT=Planning%20Application%20Search%20Results&XMLSIDE=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/Menus/PL.xml&XSLTemplate=/Northgate/PlanningExplorer17/SiteFiles/Skins/Camden/xslt/PL/PLResults.xslt&PS=10&XMLLoc=/Northgate/PlanningExplorer17/generic/XMLtemp/xtcpr1jw2rbnjc55fab2yvay/836f3e1a-299a-4392-8f7c-f5c327e9df9e.xml,,6,Change of use of first and second floors from office (Class B1a) to 6 (2x one bed and 4x two beds)residential units (Class C3).,,,,,,,,22/12/2017,22/12/2017,527981.08,184236.49,"(51.542526, -0.155863)","POLYGON ((527993.954 184237.902,527980.646 184223.546,527976.549 184227.355,527968.196 184235.103,527981.504 184249.398,527987.35 184244,527993.954 184237.902))"
