OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,Siteplan,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0091,,"120 Chigwell Road, South Woodford",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0091,WGS84,0.035495,51.592778,0.3,Mixed ownership,,Not permissioned,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,48,Housing/Employment,"Employment floorspace: 1,500 sq.m",,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Local Plan allocation site number: 116,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0092,,"Station Estate, off George Lane, South Woodford",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0092,WGS84,0.026855,51.593167,0.67,Mixed ownership,,Not permissioned,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,120,Employment/ Housing/ Retail/Community,"Retail floorspace: 1, 000 sq.m Employment floorspace: 1, 675 sq.m",,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Local Plan allocation site number: 117,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0093,,"Tesco Store, Southend Road, Woodford Green",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0093,WGS84,0.040022,51.59239,1.58,Not owned by a public authority,,Not permissioned,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,60,Retail/Housing,"Retail floorspace: 2, 500 sq.m",,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Local Plan allocation site number: 119,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0094,,"96 George Lane & 53-55 Marlborough Road, South Woodford Car Park, South Woodford",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0094,WGS84,0.026839,51.591252,0.78,Mixed ownership,Yes,Not permissioned,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,140,Sui Generis (Builders Merchant)/Employment/ Housing,"Employment floorspace: 1, 950 sq.m",,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Local Plan allocation site number: 120,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0095,,"New Mossford Site, Part of Barnardos Village",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0095,WGS84,0.083699,51.585532,1.8,Not owned by a public authority,Yes,Permissioned,Full planning permission,23/07/2014,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,212,Housing/Employment,,,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Approved Planning Application - 1140/11 and 2715/13 - Local Plan allocation site number: 123,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0096,,"Coral Bingo Club, 2a Fairlop Road, Barkingside",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0096,WGS84,0.083783,51.593478,0.35,Not owned by a public authority,,Not permissioned,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,61,Leisure/Retail/Housing,"Retail floorspace: 1, 000 sq.m",,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Local Plan allocation site number: 128,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0097,,"Fullwell Cross Health Centre, Fencepiece Road, Barkingside",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0097,WGS84,0.083835,51.594571,0.34,Owned by a public authority,,Not permissioned,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,59,Health/ Housing,"Health floorspace: 1, 000 sq.m",,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Local Plan allocation site number: 129,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0098,,"Queen Victoria House, Cranbrook Road, Barkingside",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0098,WGS84,0.079501,51.585531,0.35,Owned by a public authority,Yes,Not permissioned,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,24,Housing,,,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Local Plan allocation site number: 130,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0099,,"Craven Gardens Car Park, Craven Gardens, Barkingside",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0099,WGS84,0.086193,51.593449,0.35,Owned by a public authority,,Not permissioned,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,61,Retail/ Housing,"Retail floorspace: 1, 000 sq.m",,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Local Plan allocation site number: 133,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0100,,"Station Approach/Carlton Drive, Barkingside",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0100,WGS84,0.088185,51.585732,0.75,Owned by a public authority,Yes,Not permissioned,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,65,Housing,,,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Local Plan allocation site number: 134,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0101,,"Car park at Medway Close, Ilford",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0101,WGS84,0.081613,51.546133,0.24,Owned by a public authority,Yes,Permissioned,Full planning permission,21/05/2015,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,18,Housing,,,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Approved Planning Application - 0608/15 - Local Plan allocation site number: 136,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0102,,"300-302 Ilford Lane, Ilford",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0102,WGS84,0.074712,51.549908,0.03,Unknown ownership,Yes,Not permissioned,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,7,Employment/Housing,,,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Local Plan allocation site number: 137,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0103,,"Newton Industrial Estate, Eastern Avenue",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0103,WGS84,0.130111,51.580833,0.4,Not owned by a public authority,Yes,Not permissioned,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,16,Housing,,,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Temporary educational use to end in 2018 - Local Plan allocation site number: 139,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0104,,"Car park at Daffodil Gardens, Ilford",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0104,WGS84,0.069299,51.548382,0.08,Owned by a public authority,Yes,Permissioned,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,9,Housing,,,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Approved Planning Application - 0087/15 - Local Plan allocation site number: 141,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0105,,127-129 Stanley Road,https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0105,WGS84,0.087465,51.560387,0.05,Unknown ownership,Yes,Permissioned,Full planning permission,26/11/2015,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,9,Housing,,,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Approved Planning Application - 1989/15 - Local Plan allocation site number: 143,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0106,,Adj 2 Eynsford Road,https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0106,WGS84,0.096573,51.561136,0.07,Unknown ownership,Yes,Permissioned,Full planning permission,30/09/2013,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,6,Housing,,,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Approved Planning Application - 1677/13 - Local Plan allocation site number: 147,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0107,,"480-482 Ley Street and 22-30 Lynn Road, Ilford",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0107,WGS84,0.084344,51.57072,0.45,Unknown ownership,,Not permissioned,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,49,Housing,,,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Local Plan allocation site number: 149,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0108,,"Ley Street House, 497-499 Ley Street, Ilford",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0108,WGS84,0.083319,51.568421,0.47,Not owned by a public authority,Yes,Permissioned,Other,10/11/2015,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,117,Housing,,,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,"Approved Planning Application - 3702/15, 2301/16 and 3663/15 - Local Plan allocation site number: 150",31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0109,,"Corner of Beehive Lane/Woodford Avenue, adj. 8 Spurway Parade",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0109,WGS84,0.058508,51.58118,0.05,Not owned by a public authority,Yes,Permissioned,Full planning permission,07/01/2016,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,9,Housing,,,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Approved Planning Application - 3224/15 - Local Plan allocation site number: 151,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0110,,"Holy Trinity Church, Hermon Hill, South Woodford",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0110,WGS84,0.029976,51.588923,0.21,Not owned by a public authority,Yes,Permissioned,Full planning permission,31/10/2014,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,9,Housing,,,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Approved Planning Application - 3004/14 - Local Plan allocation site number: 152,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0111,,"Woodford Green Post Office, Johnston Road",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0111,WGS84,0.0227,51.609196,0.09,Not owned by a public authority,Yes,Permissioned,Full planning permission,04/10/2015,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,9,Housing,,,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Approved Planning Application - 2717/15 - Local Plan allocation site number: 154,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0112,,723-733 Cranbrook Road,https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0112,WGS84,0.073338,51.580738,0.08,Unknown ownership,Yes,Permissioned,Full planning permission,21/02/2014,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,14,Housing,,,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Approved Planning Application - 2515/12 - Local Plan allocation site number: 27,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0113,,"134 Horns Road, Barkingside",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0113,WGS84,0.083864,51.577475,0.12,Unknown ownership,Yes,Permissioned,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,4,Housing,,,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Approved Planning Application - 1319/16 - Local Plan allocation site number: 157,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0114,,"Marlyon Road Housing Estate, Hainault, Ilford, IG6- 3XN.",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0114,WGS84,0.121406,51.611903,1.07,Owned by a public authority,Yes,Permissioned,Full planning permission,26/01/2017,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,85,Housing,,,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Approved Planning Application - 4695/16 - Local Plan allocation site number: 163,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0115,,Land adj. 1 Elm Close Wanstead,https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0115,WGS84,0.032348,51.576264,0.06,Unknown ownership,Yes,Permissioned,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,4,Housing,,,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Approved Planning Application - 5577/16 - Local Plan allocation site number: 167,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0116,,Land adj. 1 Seagry Road,https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0116,WGS84,0.024666,51.573814,0.08,Unknown ownership,Yes,Permissioned,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,6,Housing,,,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Refused Planning Application - 3216/15 - Local Plan allocation site number: 168,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0117,,17 Aldersbrook Road,https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0117,WGS84,0.033557,51.56304,0.06,Unknown ownership,Yes,Permissioned,Full planning permission,28/04/2014,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,5,Housing,,,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Approved Planning Application - 0282/14 - Local Plan allocation site number: 169,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0118,,"663 Chigwell Road, Woodford Bridge",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0118,WGS84,0.055809,51.60608,0.05,Unknown ownership,Yes,Not permissioned,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,5,Housing,,,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Local Plan allocation site number: 171,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0119,,"191 Whitehall Road and communalGardens, Woodford Green",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0119,WGS84,0.025,51.619071,0.11,Unknown ownership,Yes,Permissioned,Full planning permission,09/09/2015,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,5,Housing,,,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Approved Planning Application - 1857/15 - Local Plan allocation site number: 172,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0120,,"61-63 & rear of 59-91 Wanstead Park Road, IG1 3TQ",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0120,WGS84,0.06078,51.560066,0.59,Not owned by a public authority,Yes,Permissioned,Full planning permission,04/07/2011,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,37,Housing,,,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Approved Planning Application - 1880/10 - Local Plan allocation site number: 176,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0121,,"Land r/o 41-57 Wanstead Park Road, Ilford",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0121,WGS84,0.06129,51.559436,0.24,Not owned by a public authority,,Not permissioned,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,13.44,Housing/Employment,Employment floorspace: 775 sq.m,,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Local Plan allocation site number: 177,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0122,,"Polygram Building, Unit 1 Clyde Works, Chadwell Heath Lane, Chadwell Heath",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0122,WGS84,0.122882,51.574695,0.43,Not owned by a public authority,,Not permissioned,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,5,Housing/ Employment,"Employment floorspace: 1, 075 sq.m",,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Local Plan allocation site number: 180,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0123,,"225-227 Green Lane, Ilford",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0123,WGS84,0.092663,51.559741,0.17,Unknown ownership,,Not permissioned,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,14,Housing,,,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Local Plan allocation site number: 181,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0124,,"330- 332 Eastern Avenue, Ilford",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0124,WGS84,0.059648,51.576197,0.13,Not owned by a public authority,,Not permissioned,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,14,Housing,,,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Local Plan allocation site number: 182,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0125,,"73-77 Grove Road &15-25 Carnarvon Road, South Woodford",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0125,WGS84,0.015563,51.595966,0.23,Unknown ownership,,Not permissioned,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,9,Housing,,,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Local Plan allocation site number: 185,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0126,,"38 Grove Hill, South Woodford",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0126,WGS84,0.017963,51.59378,0.09,Not owned by a public authority,,Not permissioned,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,5,Housing,,,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Local Plan allocation site number: 186,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0127,,Ley Street Council Depot,https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0127,WGS84,0.082152,51.569793,2.56,Owned by a public authority,,Not permissioned,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,279,Housing,,,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Local Plan allocation site number: 188,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0128,,"Chase Lane/Perkins Road, Newbury Park",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0128,WGS84,0.087202,51.581193,3.45,Not owned by a public authority,,Not permissioned,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,193,Housing,,,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Local Plan allocation site number: 189,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0129,,"Land r/o 73-83 Little Gearies, Gants Hill",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0129,WGS84,0.073937,51.581963,0.17,Owned by a public authority,Yes,Not permissioned,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,30,Housing,,,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Local Plan allocation site number: 190,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0130,,"Works at Maybank Road & Chigwell Road, Woodford",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0130,WGS84,0.038078,51.597491,0.8,Not owned by a public authority,,Not permissioned,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,72,Housing/Employment,"Employment floorspace: 2, 500 sq.m",,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Local Plan allocation site number: 192,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0131,,"410-418 Ilford Lane, Ilford",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0131,WGS84,0.076205,51.546638,0.08,Unknown ownership,,Not permissioned,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,7,Housing,,,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Local Plan allocation site number: 193,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0132,,"Redbridge Station, Eastern Avenue, Redbridge",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0132,WGS84,0.046202,51.576391,0.45,Owned by a public authority,Yes,Not permissioned,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,55,Housing,,,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Local Plan allocation site number: 194,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0133,,320 New North Road,https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0133,WGS84,0.099957,51.604788,1.1,Not owned by a public authority,,Not permissioned,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,70,Housing,,,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Local Plan allocation site number: 195,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0134,,Charteris Road Car Park & Woodford Station Car Park,https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0134,WGS84,0.033317,51.606021,0.88,Owned by a public authority,Yes,Not permissioned,Other,24/03/2014,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,61,Housing/Retail,"Retail floorspace: 1, 000 sq.m",,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Approved Prior Approval on part of site - 0299/14 - Local Plan allocation site number: 196,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0135,,"330-348 Uphall Road, Ilford",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0135,WGS84,0.072262,51.543891,0.44,Not owned by a public authority,,Not permissioned,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,27,Housing/ Employment,"Employment floorspace: 1, 100 sq.m",,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Local Plan allocation site number: 197,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0136,,"536-564 High Road, Woodford Green",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0136,WGS84,0.02653,51.616487,0.36,Not owned by a public authority,,Not permissioned,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,20,Housing,,,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Local Plan allocation site number: 198,31/12/2017,31/12/2017
http://opendatacommunities.org/id/london-borough-council/redbridge,London Borough of Redbridge,BRLBR0137,,"Alfred's Head PH, Manford Way, Hainault",https://my.redbridge.gov.uk/map/brownfield-land-register/BRLBR0137,WGS84,0.105723,51.607746,0.14,Not owned by a public authority,Yes,Not permissioned,,,http://planning.redbridge.gov.uk/swiftlg/apas/run/wphappcriteria.display,,8,Housing,,,,,,https://www.redbridge.gov.uk/media/3988/lbr-2061-revised-appendix-1-development-opportunity-sites-august-2017.pdf,Local Plan allocation site number: 199,31/12/2017,31/12/2017
